"","numid|f","X|f","Word|s","Unnamed|f","FREQcount|f","Cdcount|f","FREQlow|f","Cdlow|f","SUBLTLWF|f","Lg10WF|f","SUBTLCD|f","Lg10CD|f","Dom_PoS_SUBTLEX|f","Freq_dom_PoS_SUBTLEX|f","Percentage_dom_PoS|f","Zipfvalue|f","cmu_sylls|f","BF_TP|f","LEN_L|f","N|f","Zipfvalue_incl|f","Zipfvalue_cat|s"
"1020",9604,9603,"lab",36032,2020,1007,1821,969,39.60784314,3.305566314,12.00524559,3.003460532,"Noun",2011,1,4.597400456,1,7,3,14,1,"high"
"1021",7787,7786,"guest",28726,2037,1381,1990,1363,39.94117647,3.30920418,16.46399619,3.140508043,"Noun",2032,0.999016716,4.601038322,1,21.5,5,2,1,"high"
"1022",8170,8169,"heat",29931,2044,1315,1926,1260,40.07843137,3.310693312,15.67715784,3.119255889,"Noun",1850,0.904645477,4.602527454,1,34.67,4,11,1,"high"
"1023",8150,8149,"health",29865,2054,1341,1736,1218,40.2745098,3.312811826,15.98712446,3.127752516,"Noun",2048,0.998537299,4.604645968,1,40.4,6,2,1,"high"
"1024",1688,1687,"block",6607,2067,1318,1808,1252,40.52941176,3.315550534,15.71292322,3.120244796,"Noun",1651,0.800290839,4.607384677,1,37.75,5,4,1,"high"
"1025",16917,16916,"stone",62638,2072,938,1158,737,40.62745098,3.316599302,11.18264187,2.972665592,"Noun",1761,0.851547389,4.608433444,1,40,5,8,1,"high"
"1026",3108,3107,"chest",10963,2090,1177,1940,1134,40.98039216,3.320354033,14.03195041,3.07114529,"Noun",2085,1,4.612188175,1,32,5,3,1,"high"
"1027",12061,12060,"oil",44415,2095,1059,1816,997,41.07843137,3.321391278,12.62517883,3.025305865,"Noun",2069,0.989478718,4.61322542,1,2,3,3,1,"high"
"1028",16540,16539,"speed",61268,2104,1260,1824,1153,41.25490196,3.3232521,15.02145923,3.100715087,"Noun",1675,0.797999047,4.615086242,1,73.25,5,3,1,"high"
"1029",15758,15757,"shame",58247,2120,1519,1793,1365,41.56862745,3.326540669,18.10920362,3.181843588,"Noun",1959,0.927556818,4.618374811,1,33.5,5,6,1,"high"
"1030",3437,3436,"coat",12215,2146,1272,2108,1258,42.07843137,3.331832044,15.16452074,3.104828404,"Noun",2097,0.980823199,4.623666187,1,28.33,4,9,1,"high"
"1031",11017,11016,"milk",40571,2169,1262,1935,1175,42.52941176,3.336459734,15.04530281,3.101403351,"Noun",2121,0.976069949,4.628293876,1,22.67,4,6,1,"high"
"1032",6874,6873,"form",25516,2180,1535,2088,1485,42.74509804,3.338655666,18.29995231,3.186391216,"Noun",1650,0.757575758,4.630489808,1,22.67,4,10,1,"high"
"1033",10777,10776,"meat",39684,2226,1286,2083,1247,43.64705882,3.347720217,15.33142585,3.109578547,"Noun",2227,1,4.639554359,1,32,4,13,1,"high"
"1034",4795,4794,"desk",17599,2239,1404,2204,1391,43.90196078,3.350248018,16.73819742,3.147676324,"Noun",2237,1,4.64208216,1,15.67,4,3,1,"high"
"1035",6477,6476,"file",24217,2246,1279,2129,1243,44.03921569,3.351603072,15.2479733,3.10720997,"Noun",1652,0.736842105,4.643437215,1,28.67,4,12,1,"high"
"1036",16118,16117,"skin",59533,2246,1532,2148,1495,44.03921569,3.351603072,18.26418693,3.185542155,"Noun",2114,0.941228851,4.643437215,1,11,4,7,1,"high"
"1037",16139,16138,"sky",59605,2285,1233,2023,1178,44.80392157,3.359076226,14.69957082,3.09131516,"Noun",2275,0.997807018,4.650910368,1,1.5,3,6,1,"high"
"1038",2080,2079,"breath",7779,2291,1603,2232,1574,44.92156863,3.360214613,19.11063424,3.205204364,"Noun",2231,0.974235808,4.652048755,1,48.2,6,2,1,"high"
"1039",11947,11946,"nurse",43954,2294,1099,1589,906,44.98039216,3.36078269,13.10205055,3.041392685,"Noun",2021,0.882147534,4.652616832,1,28.75,5,2,1,"high"
"1040",2503,2502,"cake",8986,2298,1197,2197,1169,45.05882353,3.361538971,14.27038627,3.078456818,"Noun",2287,0.996948561,4.653373113,1,19.33,4,18,1,"high"
"1041",13688,13687,"prince",50216,2299,689,979,396,45.07843137,3.361727836,8.214115403,2.838849091,"Noun",2269,0.988240418,4.653561978,1,54,6,1,1,"high"
"1042",15990,15989,"sight",59085,2311,1677,2259,1665,45.31372549,3.36398783,19.99284692,3.224791956,"Noun",2265,0.980519481,4.655821972,1,18.75,5,9,1,"high"
"1043",1583,1582,"bird",6214,2318,1196,2007,1095,45.45098039,3.365300749,14.25846447,3.07809415,"Noun",2195,0.950627977,4.657134891,1,17.33,4,4,1,"high"
"1044",16707,16706,"stage",61961,2324,1176,2193,1139,45.56862745,3.366422957,14.02002861,3.070776463,"Noun",2283,0.985325852,4.658257099,1,38.25,5,6,1,"high"
"1045",2114,2113,"bridge",7874,2331,1046,1847,889,45.70588235,3.367728546,12.47019552,3.019946682,"Noun",2249,0.966480447,4.659562688,1,45.4,6,2,1,"high"
"1046",16079,16078,"size",59416,2353,1695,2267,1652,46.1372549,3.371806459,20.2074392,3.229425848,"Noun",2323,0.986830926,4.663640601,1,9.33,4,4,1,"high"
"1047",6225,6224,"faith",23399,2363,1220,2008,1159,46.33333333,3.373647472,14.54458751,3.086715664,"Noun",2358,0.99830652,4.665481614,1,36,5,1,1,"high"
"1048",15856,15855,"shirt",58579,2365,1400,2330,1383,46.37254902,3.37401474,16.69051025,3.146438135,"Noun",2363,1,4.665848882,1,36.5,5,4,1,"high"
"1049",9560,9559,"knife",35822,2387,1255,2304,1215,46.80392157,3.378034322,14.96185026,3.098989639,"Noun",2374,0.995387841,4.669868465,1,8.75,5,0,1,"high"
"1050",13421,13420,"pool",49145,2396,1200,2311,1180,46.98039216,3.379668034,14.30615165,3.079543007,"Noun",2381,0.994985374,4.671502176,1,30.33,4,9,1,"high"
"1051",18251,18250,"trick",67685,2411,1526,2215,1455,47.2745098,3.382377303,18.19265618,3.183839037,"Noun",1919,0.796596098,4.674211446,1,45.25,5,7,1,"high"
"1052",4168,4167,"crew",15166,2424,1036,2156,931,47.52941176,3.384711743,12.35097759,3.015778756,"Noun",2175,0.925531915,4.676545885,1,12.67,4,5,1,"high"
"1053",3424,3423,"coach",12175,2429,599,1399,513,47.62745098,3.385606274,7.14115403,2.77815125,"Noun",1496,0.617671346,4.677440416,1,47,5,4,1,"high"
"1054",17608,17607,"teeth",65331,2440,1626,2353,1598,47.84313725,3.387567779,19.38483548,3.211387553,"Noun",2433,0.997949139,4.679401922,1,29.5,5,1,1,"high"
"1055",15066,15065,"rule",55864,2455,1533,2194,1453,48.1372549,3.390228362,18.27610873,3.18582536,"Noun",1777,0.723534202,4.682062505,1,23.33,4,5,1,"high"
"1056",15534,15533,"search",57448,2467,1549,2172,1412,48.37254902,3.392345155,18.46685742,3.190331698,"Noun",1387,0.562449311,4.684179298,1,59.4,6,1,1,"high"
"1057",4122,4121,"cream",15040,2484,1345,2262,1271,48.70588235,3.395326393,16.03481164,3.12904506,"Noun",2434,0.982640291,4.687160535,1,37.5,5,3,1,"high"
"1058",14209,14208,"rain",52067,2494,1446,2243,1335,48.90196078,3.39707055,17.23891273,3.160468531,"Noun",2135,0.857429719,4.688904692,1,27.67,4,10,1,"high"
"1059",14877,14876,"risk",55243,2501,1700,2456,1681,49.03921569,3.398287305,20.26704816,3.230704314,"Noun",1463,0.585668535,4.690121448,1,16.33,4,5,1,"high"
"1060",2968,2967,"chair",10487,2511,1553,2442,1525,49.23529412,3.400019635,18.51454459,3.191451014,"Noun",2449,0.978816946,4.691853777,1,29.75,5,2,1,"high"
"1061",10703,10702,"match",39425,2521,1557,2416,1521,49.43137255,3.401745082,18.56223176,3.192567453,"Noun",1609,0.639253079,4.693579224,1,45.25,5,7,1,"high"
"1062",5561,5560,"east",20534,2527,1461,1027,721,49.54901961,3.40277707,17.41773963,3.164947373,"Noun",2359,0.935739786,4.694611212,1,26.67,4,10,1,"high"
"1063",11324,11323,"moon",41574,2548,1167,2123,1028,49.96078431,3.406369835,13.91273247,3.067442843,"Noun",2487,0.975676736,4.698203978,1,28.33,4,10,1,"high"
"1064",2550,2549,"camp",9177,2612,1094,2309,1016,51.21568627,3.41713941,13.04244158,3.039414119,"Noun",2366,0.90651341,4.708973552,1,21,4,6,1,"high"
"1065",17540,17539,"taste",65093,2617,1825,2488,1770,51.31372549,3.417969642,21.75727229,3.261500773,"Noun",1732,0.661068702,4.709803784,1,37.75,5,6,1,"high"
"1066",4323,4322,"cup",15728,2634,1566,2373,1494,51.64705882,3.42078062,18.6695279,3.195068996,"Noun",2624,0.994316029,4.712614762,1,4.5,3,9,1,"high"
"1067",7932,7931,"hall",29177,2649,1573,1798,1248,51.94117647,3.423245874,18.75298045,3.197004728,"Noun",2576,0.973177182,4.715080016,1,37.67,4,17,1,"high"
"1068",14990,14989,"rose",55599,2704,831,689,462,53.01960784,3.432167269,9.907010014,2.920123326,"Noun",1295,0.47962963,4.724001412,1,22.67,4,14,1,"high"
"1069",3475,3474,"code",12330,2709,1311,2264,1142,53.11764706,3.432969291,15.62947067,3.117933835,"Noun",2533,0.935722202,4.724803433,1,24.33,4,11,1,"high"
"1070",13665,13664,"price",50146,2722,1644,2375,1561,53.37254902,3.435047641,19.59942775,3.216165902,"Noun",2436,0.895588235,4.726881783,1,38.75,5,5,1,"high"
"1071",1140,1139,"band",4630,2724,1122,2485,1057,53.41176471,3.435366507,13.37625179,3.050379756,"Noun",2705,0.994851048,4.727200649,1,33.67,4,14,1,"high"
"1072",11896,11895,"note",43764,2731,1622,2545,1540,53.54901961,3.436480695,19.33714831,3.21031852,"Noun",2421,0.879404286,4.728314837,1,19,4,9,1,"high"
"1073",15880,15879,"shop",58684,2731,1613,2564,1545,53.54901961,3.436480695,19.22985217,3.20790353,"Noun",2492,0.913489736,4.728314837,1,13,4,9,1,"high"
"1074",2907,2906,"cell",10275,2772,1459,2656,1430,54.35294118,3.44294987,17.39389604,3.164352856,"Noun",2769,1,4.734784012,1,24.67,4,10,1,"high"
"1075",14085,14084,"queen",51675,2789,1188,1681,825,54.68627451,3.445604203,14.16309013,3.075181855,"Noun",2735,0.982046679,4.737438345,1,27,5,1,1,"high"
"1076",913,912,"aunt",3873,2815,954,912,493,55.19607843,3.44963265,11.37339056,2.980003372,"Noun",2804,1,4.741466793,1,19.67,4,4,1,"high"
"1077",18109,18108,"track",67143,2843,1772,2720,1710,55.74509804,3.453929592,21.12541726,3.248708736,"Noun",2068,0.729968232,4.745763734,1,50.25,5,6,1,"high"
"1078",9865,9864,"leg",36796,2882,1588,2832,1566,56.50980392,3.459844642,18.93180734,3.201123897,"Noun",2871,0.997221257,4.751678785,1,5.5,3,12,1,"high"
"1079",1330,1329,"beach",5178,2888,1291,2180,1025,56.62745098,3.460747542,15.39103481,3.111262514,"Noun",2859,0.990301351,4.752581684,1,55,5,7,1,"high"
"1080",1350,1349,"bear",5235,2928,1500,2386,1317,57.41176471,3.466719372,17.88268956,3.176380692,"Noun",1574,0.538672142,4.758553514,1,36,4,18,1,"high"
"1081",12442,12441,"pal",45945,2937,1602,2821,1569,57.58823529,3.468051791,19.09871245,3.204933522,"Noun",2930,0.998977156,4.759885934,1,5.5,3,9,1,"high"
"1082",16262,16261,"smile",60112,2958,1775,2408,1538,58,3.471144965,21.16118264,3.249442961,"Noun",1613,0.544932432,4.762979107,1,26.75,5,2,1,"high"
"1083",7767,7766,"guard",28683,2968,1569,2122,1297,58.19607843,3.472610198,18.70529328,3.195899652,"Noun",2149,0.72332548,4.76444434,1,26.75,5,0,1,"high"
"1084",8406,8405,"hole",30751,2969,1755,2846,1711,58.21568627,3.472756449,20.92274678,3.244524512,"Noun",2945,0.993254637,4.764590591,1,30.67,4,14,1,"high"
"1085",3369,3368,"clock",12011,2990,1639,2893,1608,58.62745098,3.475816413,19.53981879,3.214843848,"Noun",1461,0.968190855,4.767650555,1,38.75,5,7,1,"high"
"1086",17564,17563,"tea",65193,2990,1407,2668,1322,58.62745098,3.475816413,16.7739628,3.148602655,"Noun",2989,0.999665552,4.767650555,1,4.5,3,7,1,"high"
"1087",2310,2309,"bunch",8464,3003,2105,2846,2027,58.88235294,3.477699928,25.09537434,3.323458367,"Noun",2982,0.994,4.76953407,1,37.75,5,6,1,"high"
"1088",19310,19309,"wind",73064,3028,1818,2731,1702,59.37254902,3.481299273,21.67381974,3.259832699,"Noun",2336,0.772742309,4.773133415,1,32,4,12,1,"high"
"1089",11666,11665,"neck",42783,3035,1961,2956,1931,59.50980392,3.482301767,23.37863615,3.292699003,"Noun",2997,0.991071429,4.774135909,1,21.33,4,5,1,"high"
"1090",6680,6679,"flight",24831,3044,1358,2524,1255,59.68627451,3.483587297,16.18979495,3.133219457,"Noun",3030,0.99901088,4.775421439,1,32,6,5,1,"high"
"1091",15511,15510,"sea",57396,3052,1353,2548,1188,59.84313725,3.484726804,16.13018598,3.131618664,"Noun",3058,0.999019928,4.776560946,1,5.5,3,10,1,"high"
"1092",13641,13640,"press",50017,3070,1683,2707,1520,60.19607843,3.487279816,20.06437768,3.226342087,"Noun",2004,0.652981427,4.779113959,1,28.75,5,4,1,"high"
"1093",19325,19324,"wine",73114,3078,1518,2905,1470,60.35294118,3.488409689,18.09728183,3.181557774,"Noun",3073,1,4.780243831,1,35,4,21,1,"high"
"1094",19195,19194,"west",72506,3088,1571,1122,762,60.54901961,3.489817908,18.72913686,3.196452542,"Noun",2685,0.873170732,4.78165205,1,23.33,4,14,1,"high"
"1095",18469,18468,"type",68434,3093,1917,2962,1865,60.64705882,3.490520309,22.85407725,3.282848603,"Noun",2985,0.965706891,4.782354452,1,7,4,3,1,"high"
"1096",7399,7398,"glass",27431,3096,1841,2867,1770,60.70588235,3.490941205,21.94802098,3.265289626,"Noun",2988,0.968871595,4.782775348,1,35.25,5,3,1,"high"
"1097",16624,16623,"spot",61631,3140,2029,2972,1987,61.56862745,3.497067936,24.18931807,3.307496038,"Noun",2685,0.85645933,4.788902079,1,11.33,4,7,1,"high"
"1098",4106,4105,"crap",14959,3151,1996,2970,1934,61.78431373,3.498586209,23.7958989,3.300378065,"Noun",3060,0.972972973,4.790420351,1,16.67,4,8,1,"high"
"1099",14142,14141,"race",51896,3157,1154,3014,1121,61.90196078,3.499412126,13.75774917,3.062581984,"Noun",2696,0.864102564,4.791246268,1,22,4,14,1,"high"
"1100",11875,11874,"north",43694,3258,1616,1583,979,63.88235294,3.51308436,19.26561755,3.20871002,"Noun",2942,0.903285232,4.804918503,1,34,5,2,1,"high"
"1101",1768,1767,"board",6847,3272,1682,2920,1575,64.15686275,3.514946005,20.05245589,3.226084116,"Noun",2372,0.726715686,4.806780147,1,39.25,5,3,1,"high"
"1102",15171,15170,"sake",56195,3272,2130,3235,2122,64.15686275,3.514946005,25.39341917,3.32858345,"Noun",3263,1,4.806780147,1,18.33,4,15,1,"high"
"1103",8069,8068,"hat",29639,3273,1728,3096,1691,64.17647059,3.515078675,20.60085837,3.237794993,"Noun",3246,0.998462012,4.806912817,1,10.5,3,22,1,"high"
"1104",16459,16458,"south",60973,3288,1693,1411,961,64.47058824,3.517063873,20.18359561,3.228913406,"Noun",2810,0.856707317,4.808898016,1,33.5,5,2,1,"high"
"1105",7342,7341,"gift",27230,3290,1877,3242,1856,64.50980392,3.517327882,22.37720553,3.273695588,"Noun",3287,1,4.809162024,1,10,4,5,1,"high"
"1106",6800,6799,"foot",25259,3311,2054,3184,2016,64.92156863,3.520090328,24.4873629,3.312811826,"Noun",3289,0.993055556,4.81192447,1,31.33,4,12,1,"high"
"1107",18212,18211,"tree",67565,3315,1622,3093,1551,65,3.520614522,19.33714831,3.21031852,"Noun",3270,0.986127865,4.812448664,1,11,4,4,1,"high"
"1108",6494,6493,"film",24256,3328,1013,3210,974,65.25490196,3.522313795,12.07677635,3.006037955,"Noun",3259,0.980445247,4.814147937,1,20,4,3,1,"high"
"1109",695,694,"arm",3106,3336,1945,3239,1906,65.41176471,3.523356207,23.18788746,3.289142836,"Noun",3260,0.97809781,4.815190349,1,3,3,5,1,"high"
"1110",16474,16473,"space",61019,3369,1674,3073,1604,66.05882353,3.527629901,19.95708155,3.224014811,"Noun",3253,0.966716196,4.819464043,1,33.25,5,6,1,"high"
"1111",2813,2812,"cat",9964,3383,1386,2855,1241,66.33333333,3.529430354,16.52360515,3.142076461,"Noun",3332,0.993440668,4.821264497,1,10.5,3,22,1,"high"
"1112",7202,7201,"gas",26745,3457,1607,3216,1540,67.78431373,3.538824989,19.15832141,3.206286044,"Noun",3412,0.987840185,4.830659131,1,5,3,8,1,"high"
"1113",17165,17164,"suit",63621,3499,1942,3188,1762,68.60784314,3.544068044,23.15212208,3.288472801,"Noun",2789,0.798454051,4.835902186,1,13.33,4,5,1,"high"
"1114",17508,17507,"tape",64990,3511,1484,3394,1440,68.84313725,3.545554507,17.69194087,3.171726454,"Noun",3221,0.918448817,4.837388649,1,18,4,10,1,"high"
"1115",6328,6327,"fear",23758,3523,1912,3206,1821,69.07843137,3.5470359,22.79446829,3.28171497,"Noun",2110,0.598921374,4.838870042,1,32,4,11,1,"high"
"1116",12745,12744,"peace",46836,3550,1867,2937,1624,69.60784314,3.550350672,22.2579876,3.271376872,"Noun",3537,0.998024831,4.842184814,1,44.75,5,3,1,"high"
"1117",17201,17200,"sun",63721,3553,1957,3055,1757,69.66666667,3.550717423,23.33094897,3.291812687,"Noun",3530,0.994366197,4.842551566,1,7,3,14,1,"high"
"1118",11881,11880,"nose",43718,3557,2125,3407,2081,69.74509804,3.551205944,25.33381021,3.32756326,"Noun",3539,0.995219348,4.843040086,1,18.33,4,10,1,"high"
"1119",6452,6451,"field",24146,3580,1919,3172,1803,70.19607843,3.554004321,22.87792084,3.283301229,"Noun",3333,0.932307692,4.845838463,1,20.25,5,3,1,"high"
"1120",9200,9199,"jail",34568,3602,1705,3494,1683,70.62745098,3.556664262,20.32665713,3.231979027,"Noun",2552,0.709677419,4.848498404,1,19.67,4,10,1,"high"
"1121",6827,6826,"force",25345,3604,1985,2918,1808,70.66666667,3.556905269,23.66475918,3.297979244,"Noun",2766,0.768974145,4.848739411,1,32.5,5,3,1,"high"
"1122",19014,19013,"wall",71883,3605,2105,3219,1953,70.68627451,3.557025722,25.09537434,3.323458367,"Noun",3383,0.939200444,4.848859865,1,38.33,4,12,1,"high"
"1123",741,740,"art",3236,3611,1601,2890,1422,70.80392157,3.557747742,19.08679065,3.204662512,"Noun",3484,0.968315731,4.849581884,1,3,3,8,1,"high"
"1124",4179,4178,"crime",15190,3633,1782,3328,1720,71.23529412,3.560384923,21.24463519,3.251151343,"Noun",3640,0.99972535,4.852219065,1,37.5,5,4,1,"high"
"1125",12574,12573,"park",46391,3678,1875,2307,1343,72.11764706,3.565729788,22.35336195,3.273232834,"Noun",2846,0.775688198,4.85756393,1,36.33,4,13,1,"high"
"1126",2779,2778,"cash",9882,3694,1919,3231,1801,72.43137255,3.567614443,22.87792084,3.283301229,"Noun",3291,0.892111683,4.859448585,1,28,4,12,1,"high"
"1127",7721,7720,"ground",28554,3696,2265,3572,2223,72.47058824,3.567849451,27.00286123,3.355259906,"Noun",3545,0.959404601,4.859683593,1,42.6,6,1,1,"high"
"1128",18325,18324,"truck",67944,3716,1555,3571,1537,72.8627451,3.570192561,18.53838817,3.192009593,"Noun",3708,0.998384491,4.862026703,1,32.25,5,4,1,"high"
"1129",9309,9308,"joke",34985,3724,2158,3649,2134,73.01960784,3.571126277,25.72722938,3.334252642,"Noun",3455,0.928264374,4.862960419,1,12.67,4,5,1,"high"
"1130",7728,7727,"group",28575,3762,2097,3033,1680,73.76470588,3.575534218,25,3.321805484,"Noun",3456,0.998266898,4.86736836,1,34.25,5,1,1,"high"
"1131",2362,2361,"bus",8652,3783,1546,3607,1504,74.17647059,3.577951128,18.43109204,3.189490314,"Noun",3749,0.991798942,4.86978527,1,4.5,3,7,1,"high"
"1132",15366,15365,"scene",56870,3807,1771,3710,1754,74.64705882,3.58069694,21.11349547,3.248463718,"Noun",3808,1,4.872531082,1,20.25,5,2,1,"high"
"1133",1405,1404,"beer",5411,3850,1805,3533,1738,75.49019608,3.585573519,21.51883643,3.256717746,"Noun",3848,0.999740192,4.877407661,1,29,4,13,1,"high"
"1134",16447,16446,"soul",60919,3925,2041,3768,1994,76.96078431,3.593950295,24.33237959,3.310055738,"Noun",3881,0.990556406,4.885784437,1,17,4,4,1,"high"
"1135",2023,2022,"brain",7600,3928,1994,3710,1950,77.01960784,3.594282029,23.77205532,3.2999429,"Noun",3887,0.990570846,4.886116171,1,42,5,5,1,"high"
"1136",3131,3130,"chief",11044,3973,1374,1876,995,77.90196078,3.599227863,16.38054363,3.138302698,"Noun",2979,0.751324086,4.891062005,1,31.25,5,1,1,"high"
"1137",10898,10897,"mess",40167,3985,2614,3856,2560,78.1372549,3.600537294,31.163567,3.417471693,"Noun",2822,0.708333333,4.892371437,1,15.67,4,7,1,"high"
"1138",15547,15546,"seat",57477,4018,2443,3943,2416,78.78431373,3.604118006,29.12494039,3.388101202,"Noun",3978,0.990784558,4.895952148,1,35,4,15,1,"high"
"1139",7489,7488,"gold",27763,4026,1533,3398,1357,78.94117647,3.60498163,18.27610873,3.18582536,"Noun",3764,0.937484433,4.896815772,1,21.33,4,9,1,"high"
"1140",8715,8714,"ice",31899,4057,1974,3725,1891,79.54901961,3.608312043,23.53361946,3.2955671,"Noun",4018,0.991364421,4.900146185,1,2,3,3,1,"high"
"1141",9336,9335,"judge",35104,4063,1621,2790,1450,79.66666667,3.608953699,19.32522651,3.21005085,"Noun",2144,0.528339083,4.900787841,1,20,5,3,1,"high"
"1142",10118,10117,"list",37492,4110,2176,4045,2151,80.58823529,3.613947477,25.94182165,3.337858429,"Noun",3958,0.965365854,4.905781619,1,28,4,11,1,"high"
"1143",5135,5134,"doc",19255,4122,1078,866,421,80.82352941,3.615213335,12.85169289,3.033021445,"Noun",4114,0.999514091,4.907047477,1,3.5,3,5,1,"high"
"1144",16763,16762,"star",62105,4149,1821,3118,1543,81.35294118,3.618048097,21.70958512,3.260548373,"Noun",3913,0.941303825,4.909882239,1,13.33,4,7,1,"high"
"1145",16934,16933,"store",62698,4178,2145,4040,2095,81.92156863,3.621072371,25.57224607,3.331629718,"Noun",3998,0.958523136,4.912906513,1,40.5,5,13,1,"high"
"1146",18278,18277,"trip",67775,4202,2366,4055,2343,82.39215686,3.62355939,28.20696233,3.374198258,"Noun",4125,0.983547926,4.915393532,1,14,4,5,1,"high"
"1147",6570,6569,"fish",24458,4258,1708,3618,1562,83.49019608,3.62930764,20.36242251,3.232742063,"Noun",3868,0.908407703,4.921141782,1,20,4,3,1,"high"
"1148",17706,17705,"test",65690,4288,2095,4126,2053,84.07843137,3.632356046,24.97615641,3.321391278,"Noun",3269,0.762715819,4.924190188,1,23.33,4,12,1,"high"
"1149",1166,1165,"bank",4701,4334,1590,3822,1482,84.98039216,3.636989102,18.95565093,3.20167018,"Noun",4194,0.975122065,4.928823244,1,33.67,4,16,1,"high"
"1150",2689,2688,"card",9577,4357,2107,4236,2076,85.43137255,3.639287226,25.11921793,3.323870607,"Noun",4343,0.997702734,4.931121368,1,33.67,4,12,1,"high"
"1151",1188,1187,"bar",4770,4385,2220,3980,2091,85.98039216,3.642068627,26.46638054,3.346548559,"Noun",4199,0.958894725,4.933902769,1,9,3,16,1,"high"
"1152",3872,3871,"cop",14171,4393,1467,4131,1408,86.1372549,3.642860053,17.48927039,3.166726056,"Noun",3914,0.892791971,4.934694195,1,11,3,22,1,"high"
"1153",14928,14927,"rock",55392,4394,1905,3219,1631,86.15686275,3.642958879,22.71101574,3.280122896,"Noun",3487,0.81586336,4.934793022,1,27.67,4,12,1,"high"
"1154",18933,18932,"voice",71594,4394,2396,4207,2340,86.15686275,3.642958879,28.56461612,3.379668034,"Noun",4246,0.966757741,4.934793022,1,21,5,0,1,"high"
"1155",9447,9446,"key",35496,4430,2165,4165,2099,86.8627451,3.64650175,25.81068193,3.335658452,"Noun",3517,0.794981917,4.938335892,1,3.5,3,5,1,"high"
"1156",5356,5355,"dress",19924,4447,2186,4328,2134,87.19607843,3.648164779,26.06103958,3.339848783,"Noun",3328,0.748706412,4.939998921,1,30,5,5,1,"high"
"1157",9672,9671,"land",36262,4494,2074,3993,1923,88.11764706,3.652729696,24.72579876,3.317018101,"Noun",3345,0.746318608,4.944563838,1,33.67,4,11,1,"high"
"1158",6797,6796,"fool",25247,4556,2370,4311,2308,89.33333333,3.658679029,28.2546495,3.374931554,"Noun",2789,0.614317181,4.950513171,1,27,4,10,1,"high"
"1159",3023,3022,"charge",10689,4559,2675,4201,2554,89.39215686,3.658964843,31.89079638,3.427486109,"Noun",2726,0.598463227,4.950798985,1,48,6,1,1,"high"
"1160",1991,1990,"box",7514,4577,2353,4355,2296,89.74509804,3.660675788,28.05197902,3.371806459,"Noun",4388,0.959125683,4.95250993,1,6.5,3,11,1,"high"
"1161",14856,14855,"ring",55174,4730,2075,4299,1973,92.74509804,3.674952948,24.73772055,3.317227349,"Noun",3621,0.766511431,4.96678709,1,32.33,4,11,1,"high"
"1162",8523,8522,"horse",31128,4737,1577,4472,1488,92.88235294,3.675595056,18.80066762,3.198106999,"Noun",4695,0.996815287,4.967429199,1,41.25,5,5,1,"high"
"1163",16411,16410,"song",60785,4778,1946,4447,1867,93.68627451,3.679337031,23.19980925,3.289365952,"Noun",4735,0.993495594,4.971171173,1,27.33,4,8,1,"high"
"1164",1064,1063,"bag",4431,4796,2508,4600,2458,94.03921569,3.680969718,29.89985694,3.399500661,"Noun",4632,0.967418546,4.972803861,1,10,3,22,1,"high"
"1165",18139,18138,"train",67208,4848,1760,4618,1700,95.05882353,3.685652184,20.98235575,3.245759356,"Noun",3978,0.826339842,4.977486326,1,43.75,5,6,1,"high"
"1166",11315,11314,"month",41544,4854,2895,4782,2866,95.17647059,3.686189234,34.51359084,3.461798558,"Noun",4848,1,4.978023376,1,33.5,5,1,1,"high"
"1167",13182,13181,"plane",48465,4872,1691,4782,1671,95.52941176,3.687796411,20.15975203,3.228400359,"Noun",4865,0.998973306,4.979630554,1,41.25,5,6,1,"high"
"1168",1778,1777,"boat",6868,4885,1457,4750,1426,95.78431373,3.688953463,17.37005246,3.163757524,"Noun",4885,0.999181837,4.980787605,1,26,4,9,1,"high"
"1169",3179,3178,"choice",11251,4975,3095,4925,3072,97.54901961,3.696880372,36.89794945,3.490800952,"Noun",4950,0.995775498,4.988714514,1,40.8,6,0,1,"high"
"1170",12426,12425,"pain",45899,4995,2568,4767,2516,97.94117647,3.69862243,30.61516452,3.409764104,"Noun",4938,0.991964644,4.990456572,1,29.33,4,10,1,"high"
"1171",3405,3404,"club",12116,5038,2156,3698,1745,98.78431373,3.702344358,25.70338579,3.333850145,"Noun",4959,0.993787575,4.994178501,1,11.33,4,2,1,"high"
"1172",15839,15838,"ship",58538,5043,1163,4894,1136,98.88235294,3.702775078,13.8650453,3.06595298,"Noun",4729,0.938666137,4.99460922,1,13.67,4,8,1,"high"
"1173",5443,5442,"dude",20166,5071,1581,2783,1222,99.43137255,3.705179245,18.84835479,3.199206479,"Noun",5050,0.997432352,4.997013387,1,16,4,5,1,"high"
"1174",5550,5549,"earth",20500,5074,2339,2773,1703,99.49019608,3.705436047,27.88507392,3.369215857,"Noun",5058,0.998223801,4.997270189,1,35,5,0,1,"high"
"1175",6703,6702,"floor",24919,5132,2732,5030,2699,100.627451,3.710371264,32.57033858,3.436639632,"Noun",5099,0.993763399,5.002205406,1,39,5,2,1,"high"
"1176",4029,4028,"court",14725,5137,1839,4464,1693,100.7254902,3.7107941,21.9241774,3.264817823,"Noun",5089,0.990463215,5.002628242,1,38.5,5,1,1,"high"
