Word|s	FREQcount|f	CDcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	syllables|f
slim	605	253	172	150	11.86	2.7825	3.02	2.4048	Adjective	558.0	0.92	Adjective.Verb	558.47	4.074306766	1
slip	1320	1043	1237	998	25.88	3.1209	12.43	3.0187	Verb	896.0	0.68	Verb.Noun	896.426	4.41273696	1
slipped	848	729	811	710	16.63	2.9289	8.69	2.8633	Verb	836.0	0.99	Verb.Adjective	836.10	4.220741832	1
slow	3877	2389	2890	1988	76.02	3.5886	28.48	3.3784	Adjective	1962.0	0.51	Adjective.Verb.Adverb	1962.1695.214	4.880441947	1
slowly	1279	959	989	805	25.08	3.1072	11.43	2.9823	Adverb	1276.0	1.0	Adverb	1276	4.399044112	2
smaller	680	552	638	528	13.33	2.8331	6.58	2.7427	Adjective	678.0	1.0	Adjective.Noun	678.1	4.124981254	2
smart	4909	2793	4489	2612	96.25	3.6911	33.3	3.4462	Adjective	4646.0	0.95	Adjective.Name.Verb.Noun	4646.213.38.7	4.982915634	1
smarter	553	452	533	440	10.84	2.7435	5.39	2.6561	Adjective	552.0	1.0	Adjective	552	4.035343907	2
smell	4240	2396	3961	2308	83.14	3.6275	28.56	3.3797	Verb	3035.0	0.72	Verb.Noun	3035.1204	4.919302415	1
smell	1391	1089	1151	922	27.27	3.1436	12.98	3.0374	Verb	1255.0	0.9	Verb.Noun	1255.135	4.435473377	1
smile	2958	1775	2408	1538	58.0	3.4711	21.16	3.2494	Noun	1613.0	0.54	Noun.Verb.Name	1613.1346.1	4.762979107	1
smiling	877	676	828	645	17.2	2.9435	8.06	2.8306	Verb	662.0	0.76	Verb.Adjective	662.212	4.235328658	2
smoke	3337	1883	3003	1780	65.43	3.5235	22.45	3.2751	Verb	1933.0	0.58	Verb.Noun	1933.1401	4.815320474	1
smoking	1334	943	1211	875	26.16	3.1255	11.24	2.975	Verb	556.0	0.42	Verb.Noun.Adjective	556.481.297	4.417315408	2
smooth	932	710	731	591	18.27	2.9699	8.46	2.8519	Adjective	824.0	0.89	Adjective.Verb	824.107	4.261715786	1
snake	1140	526	834	455	22.35	3.0573	6.27	2.7218	Noun	1099.0	0.97	Noun.Verb.Name	1099.24.11	4.349119787	1
snake	518	236	440	222	10.16	2.7152	2.81	2.3747	Noun	515.0	1.0	Noun.Verb	515.2	4.0070015	1
snap	887	656	669	541	17.39	2.9484	7.82	2.8176	Verb	742.0	0.84	Verb.Adjective.Noun	742.121.18	4.240247108	1
sneak	861	737	810	710	16.88	2.9355	8.79	2.8681	Verb	802.0	0.93	Verb.Noun	802.58	4.227341408	1
snow	1599	773	1255	675	31.35	3.2041	9.22	2.8887	Noun	1172.0	0.73	Noun.Name.Verb	1172.330.95	4.495954125	1
soap	775	515	693	486	15.2	2.8899	6.14	2.7126	Noun	752.0	0.97	Noun.Verb	752.21	4.181695863	1
sober	515	376	481	355	10.1	2.7126	4.48	2.5763	Adjective	413.0	0.81	Adjective.Verb	413.99	4.004483844	2
soccer	640	261	565	249	12.55	2.8069	3.11	2.4183	Noun	628.0	1.0	Noun	628	4.098692172	2
social	1703	1135	1422	994	33.39	3.2315	13.53	3.0554	Adjective	1709.0	1.0	Adjective	1709	4.523303733	2
sock	932	546	864	529	18.27	2.9699	6.51	2.738	Noun	931.0	1.0	Noun.Name	931.1	4.261715786	1
soda	1012	667	898	617	19.84	3.0056	7.95	2.8248	Noun	1010.0	1.0	Noun	1010	4.297443588	2
soft	1633	1211	1463	1126	32.02	3.2133	14.44	3.0835	Adjective	1631.0	1.0	Adjective	1631	4.505086194	1
sold	2655	1641	2365	1522	52.06	3.4242	19.56	3.2154	Verb	2617.0	0.99	Verb.Adjective.Noun	2617.25.4	4.716062213	1
soldier	1985	830	1823	789	38.92	3.298	9.9	2.9196	Noun	1975.0	1.0	Noun.Verb.Name	1975.6.1	4.589813386	2
soldier	1409	652	1250	614	27.63	3.1492	7.77	2.8149	Noun	1409.0	1.0	Noun	1409	4.441053255	2
solid	998	781	865	710	19.57	2.9996	9.31	2.8932	Adjective	971.0	0.97	Adjective.Noun	971.25	4.29139963	2
solve	994	754	964	737	19.49	2.9978	8.99	2.8779	Verb	996.0	1.0	Verb	996	4.289657223	1
someday	1726	1244	1204	964	33.84	3.2373	14.83	3.0952	Adverb	1718.0	1.0	Adverb	1718	4.52912648	2
somehow	2310	1708	1757	1369	45.29	3.3638	20.36	3.2327	Adverb	2304.0	1.0	Adverb	2304	4.655634088	2
someplace	1611	1229	1495	1154	31.59	3.2074	14.65	3.0899	Adverb	1609.0	1.0	Adverb.Noun	1609.1	4.49919918	2
sometime	1699	1327	1557	1240	33.31	3.2304	15.82	3.1232	Adverb	1606.0	0.95	Adverb.Adjective	1606.90	4.522283064	2
song	4778	1946	4447	1867	93.69	3.6793	23.2	3.2894	Noun	4735.0	0.99	Noun.Name	4735.31	4.971171173	1
song	1132	615	1088	598	22.2	3.0542	7.33	2.7896	Noun	1133.0	1.0	Noun	1133	4.346064052	1
son	921	615	803	557	18.06	2.9647	7.33	2.7896	Noun	927.0	1.0	Noun	927	4.256565063	1
sooner	1888	1415	1637	1255	37.02	3.2762	16.87	3.1511	Adverb	1882.0	1.0	Adverb	1882	4.5680661	2
sore	765	569	726	545	15.0	2.8842	6.78	2.7559	Adjective	738.0	0.97	Adjective.Noun	738.25	4.176062912	1
soul	3925	2041	3768	1994	76.96	3.594	24.33	3.3101	Noun	3881.0	0.99	Noun.Adjective.Name	3881.34.3	4.885784437	1
soul	754	503	716	488	14.78	2.8779	6.0	2.7024	Noun	751.0	1.0	Noun	751	4.169781094	1
sounded	962	816	859	737	18.86	2.9836	9.73	2.9122	Verb	961.0	1.0	Verb.Adjective	961.1	4.275460429	2
soup	1285	763	1189	722	25.2	3.1092	9.1	2.8831	Noun	1283.0	1.0	Noun	1283	4.401075111	1
source	1437	812	1131	777	28.18	3.1578	9.68	2.9101	Noun	1435.0	1.0	Noun.Verb	1435.2	4.449593028	1
south	3288	1693	1411	961	64.47	3.5171	20.18	3.2289	Noun	2810.0	0.86	Noun.Name	2810.470	4.808898016	1
southern	592	398	199	171	11.61	2.7731	4.74	2.601	Adjective	589.0	1.0	Adjective	589	4.064888836	2
space	3369	1674	3073	1604	66.06	3.5276	19.96	3.224	Noun	3253.0	0.97	Noun.Verb.Name	3253.101.11	4.819464043	1
spanish	1130	606	31	23	22.16	3.0535	7.22	2.7832	Adjective	1083.0	0.96	Adjective.Noun.Name.Verb	1083.43.3.1	4.345296747	2
spare	1573	1186	1314	1031	30.84	3.197	14.14	3.0745	Verb	1021.0	0.65	Verb.Adjective.Noun	1021.537.12	4.48883887	1
speaking	3565	2326	2507	1775	69.9	3.5522	27.73	3.3668	Verb	2683.0	0.75	Verb.Noun.Adjective.Name	2683.842.33.2	4.844015481	2
speaks	1068	681	901	646	20.94	3.029	8.12	2.8338	Verb	1066.0	1.0	Verb.Noun	1066.1	4.320811847	1
specie	696	419	677	412	13.65	2.8432	5.0	2.6232	Noun	695.0	1.0	Noun	695	4.13506692	2
speech	1940	1090	1823	1050	38.04	3.288	12.99	3.0378	Noun	1936.0	1.0	Noun	1936	4.579859678	1
speed	2104	1260	1824	1153	41.25	3.3233	15.02	3.1007	Noun	1675.0	0.8	Noun.Verb.Name	1675.416.8	4.615086242	1
spell	1869	884	1798	855	36.65	3.2718	10.54	2.9469	Noun	1190.0	0.64	Noun.Verb.Name	1190.677.1	4.563675749	1
spend	4757	3031	4617	2964	93.27	3.6774	36.13	3.4817	Verb	4694.0	0.99	Verb.Noun	4694.58	4.96925858	1
spending	1264	1049	1213	1011	24.78	3.1021	12.51	3.0212	Verb	1108.0	0.88	Verb.Noun.Adjective	1108.140.14	4.393924668	2
spent	3574	2529	3472	2479	70.08	3.5533	30.15	3.4031	Verb	3553.0	1.0	Verb.Adjective.Noun	3553.12.3	4.845110188	1
spider	515	231	346	186	10.1	2.7126	2.75	2.3655	Noun	514.0	1.0	Noun.Name	514.2	4.004483844	2
spike	625	185	123	92	12.25	2.7966	2.21	2.2695	Verb	356.0	0.57	Verb.Noun.Name	356.264.2	4.088408475	1
spin	746	550	631	489	14.63	2.8733	6.56	2.7412	Verb	425.0	0.57	Verb.Noun	425.321	4.165154744	1
spirit	2517	1466	2210	1370	49.35	3.4011	17.48	3.1664	Noun	2510.0	1.0	Noun.Verb.Name	2510.4.1	4.692889868	2
spirit	823	468	769	446	16.14	2.9159	5.58	2.6712	Noun	823.0	1.0	Noun	823	4.207761354	2
splendid	595	415	353	277	11.67	2.7752	4.95	2.6191	Adjective	590.0	1.0	Adjective	590	4.067080402	2
split	1954	1406	1794	1332	38.31	3.2911	16.76	3.1483	Verb	1635.0	0.84	Verb.Adjective.Noun	1635.166.154	4.582980904	1
spoil	593	502	574	497	11.63	2.7738	5.98	2.7016	Verb	572.0	0.97	Verb.Noun	572.17	4.065620587	1
spoke	1970	1505	1945	1490	38.63	3.2947	17.94	3.1778	Verb	1958.0	0.99	Verb.Noun	1958.14	4.586520766	1
spoken	1012	857	949	812	19.84	3.0056	10.22	2.9335	Verb	988.0	0.98	Verb.Adjective	988.25	4.297443588	2
sport	1015	665	939	643	19.9	3.0069	7.93	2.8235	Noun	1015.0	1.0	Noun.Verb	1015.4	4.29872785	1
sport	1407	852	1165	754	27.59	3.1486	10.16	2.9309	Noun	1388.0	0.99	Noun.Verb	1388.17	4.440436797	1
spot	3140	2029	2972	1987	61.57	3.4971	24.19	3.3075	Noun	2685.0	0.86	Noun.Verb.Adverb.Adjective.Name	2685.421.15.13.1	4.788902079	1
spot	527	400	503	393	10.33	2.7226	4.77	2.6031	Noun	491.0	0.93	Noun.Verb	491.36	4.014468065	1
spotted	522	442	500	431	10.24	2.7185	5.27	2.6464	Verb	463.0	0.89	Verb.Adjective	463.58	4.010335831	2
spread	1596	1194	1274	1003	31.29	3.2033	14.23	3.0774	Verb	1274.0	0.8	Verb.Noun	1274.323	4.495139058	1
spring	1597	1027	1345	910	31.31	3.2036	12.24	3.012	Noun	1374.0	0.86	Noun.Verb.Name	1374.208.13	4.495410917	1
spy	1023	515	917	493	20.06	3.0103	6.14	2.7126	Noun	856.0	0.84	Noun.Verb.Name	856.164.2	4.302134099	1
squad	1096	563	879	494	21.49	3.0402	6.71	2.7513	Noun	1096.0	1.0	Noun	1096	4.33204077	1
square	1620	1072	1176	849	31.76	3.2098	12.78	3.0306	Noun	805.0	0.5	Noun.Adjective.Verb.Adverb.Name	805.542.167.102.3	4.501617157	1
squeeze	769	607	634	536	15.08	2.8865	7.24	2.7839	Verb	649.0	0.84	Verb.Noun	649.120	4.178324867	1
stable	673	488	648	472	13.2	2.8287	5.82	2.6893	Adjective	638.0	0.95	Adjective.Noun	638.35	4.120494039	2
staff	1632	987	1457	923	32.0	3.213	11.77	2.9948	Noun	1603.0	0.98	Noun.Verb	1603.30	4.504820327	1
stage	2324	1176	2193	1139	45.57	3.3664	14.02	3.0708	Noun	2283.0	0.99	Noun.Verb.Name	2283.33.1	4.658257099	1
stair	1212	846	1167	824	23.76	3.0839	10.09	2.9279	Noun	1212.0	1.0	Noun.Verb.Name	1212.1.1	4.375694943	1
stake	847	666	819	652	16.61	2.9284	7.94	2.8241	Noun	634.0	0.75	Noun.Verb	634.212	4.220229994	1
standard	940	728	738	605	18.43	2.9736	8.68	2.8627	Adjective	655.0	0.7	Adjective.Noun	655.284	4.265423766	2
standing	3994	2702	3712	2588	78.31	3.6015	32.21	3.4318	Verb	3546.0	0.89	Verb.Noun.Adjective	3546.437.6	4.893350926	2
stand	1093	876	1039	852	21.43	3.039	10.44	2.943	Verb	832.0	0.76	Verb.Noun	832.261	4.330851464	1
star	4149	1821	3118	1543	81.35	3.618	21.71	3.2605	Noun	3913.0	0.94	Noun.Verb.Adjective.Name	3913.128.86.30	4.909882239	1
staring	1196	930	1158	905	23.45	3.0781	11.09	2.9689	Verb	1179.0	0.99	Verb.Noun.Adjective	1179.8.7	4.369928293	2
star	2353	1302	1884	1137	46.14	3.3718	15.52	3.1149	Noun	2343.0	1.0	Noun.Verb.Name	2343.6.1	4.663640601	1
starting	3558	2500	3233	2326	69.76	3.5513	29.8	3.3981	Verb	3267.0	0.92	Verb.Noun	3267.291	4.84316213	2
start	2335	1714	2235	1662	45.78	3.3685	20.43	3.2343	Verb	2304.0	0.99	Verb.Noun	2304.31	4.660306981	1
starving	865	720	829	696	16.96	2.9375	8.58	2.8579	Adjective	767.0	0.89	Adjective.Verb	767.98	4.229352034	2
statement	1491	929	1483	925	29.24	3.1738	11.08	2.9685	Noun	1489.0	1.0	Noun	1489	4.465602965	2
station	4033	2099	3606	1960	79.08	3.6057	25.02	3.3222	Noun	3985.0	0.99	Noun.Verb	3985.36	4.897570036	2
station	645	375	622	361	12.65	2.8102	4.47	2.5752	Noun	640.0	1.0	Noun.Verb	640.3	4.10206666	2
statue	540	317	434	251	10.59	2.7332	3.78	2.5024	Noun	537.0	1.0	Noun.Name	537.2	4.025031407	2
status	750	525	687	496	14.71	2.8756	6.26	2.721	Noun	750.0	1.0	Noun	750	4.167474079	2
stayed	1668	1335	1640	1318	32.71	3.2225	15.92	3.1258	Verb	1668.0	1.0	Verb	1668	4.514290479	1
staying	3040	2085	2936	2034	59.61	3.483	24.86	3.3193	Verb	2968.0	0.98	Verb.Noun.Adjective	2968.56.13	4.774850562	2
stay	977	839	955	824	19.16	2.9903	10.0	2.9243	Verb	853.0	0.87	Verb.Noun	853.124	4.282172997	1
steady	1158	742	741	556	22.71	3.0641	8.85	2.871	Adjective	886.0	0.77	Adjective.Verb.Adverb.Noun	886.152.117.3	4.355917578	2
steak	828	520	742	481	16.24	2.9186	6.2	2.7168	Noun	826.0	1.0	Noun.Name	826.1	4.210388673	1
steal	2720	1781	2600	1739	53.33	3.4347	21.23	3.2509	Verb	2654.0	0.98	Verb.Noun	2654.62	4.726562684	1
stealing	1265	944	1132	866	24.8	3.1024	11.25	2.9754	Verb	1223.0	0.97	Verb.Noun.Adjective	1223.39.3	4.394267848	2
steam	686	408	606	393	13.45	2.837	4.86	2.6117	Noun	665.0	0.97	Noun.Verb.Name	665.19.1	4.128790879	1
steel	941	545	790	496	18.45	2.9741	6.5	2.7372	Noun	880.0	0.94	Noun.Name.Verb	880.56.4	4.265885045	1
stepped	656	576	638	562	12.86	2.8176	6.87	2.7612	Verb	652.0	0.99	Verb.Adjective	652.4	4.109399512	1
step	1259	922	1201	907	24.69	3.1004	10.99	2.9652	Noun	1141.0	0.91	Noun.Verb	1141.119	4.392204687	1
stick	4953	2995	4136	2677	97.12	3.695	35.71	3.4765	Verb	3731.0	0.76	Verb.Noun.Name	3731.1197.4	4.986790144	1
sticking	741	659	711	638	14.53	2.8704	7.86	2.8195	Verb	703.0	0.95	Verb.Adjective	703.37	4.162238047	2
stick	694	564	626	527	13.61	2.842	6.72	2.752	Noun	399.0	0.58	Noun.Verb.Name	399.293.1	4.133818947	1
stiff	523	449	500	434	10.25	2.7193	5.35	2.6532	Adjective	459.0	0.88	Adjective.Noun.Adverb.Name	459.33.26.2	4.011165429	1
stink	673	513	646	505	13.2	2.8287	6.12	2.711	Verb	482.0	0.72	Verb.Noun	482.189	4.120494039	1
stink	627	483	599	461	12.29	2.798	5.76	2.6848	Verb	617.0	0.98	Verb.Noun	617.10	4.089793786	1
stock	1300	775	1228	742	25.49	3.1143	9.24	2.8899	Noun	1267.0	0.98	Noun.Verb.Name.Adjective	1267.16.11.2	4.406111439	1
stole	2711	1705	2628	1672	53.16	3.4333	20.33	3.232	Verb	2669.0	0.99	Verb.Noun	2669.39	4.725123827	1
stolen	1750	1072	1677	1046	34.31	3.2433	12.78	3.0306	Verb	1247.0	0.71	Verb.Adjective	1247.501	4.535120288	2
stomach	1725	1219	1691	1203	33.82	3.237	14.53	3.0864	Noun	1722.0	1.0	Noun	1722	4.528874934	2
stone	2072	938	1158	737	40.63	3.3166	11.18	2.9727	Noun	1761.0	0.85	Noun.Name.Verb	1761.278.29	4.608433444	1
stone	581	360	495	304	11.39	2.7649	4.29	2.5575	Noun	579.0	1.0	Noun	579	4.056757127	1
stood	1315	996	1284	979	25.78	3.1193	11.87	2.9987	Verb	1309.0	1.0	Verb	1309	4.411090031	1
stopped	3844	2687	3786	2666	75.37	3.5849	32.03	3.4294	Verb	3806.0	0.99	Verb.Adjective	3806.31	4.876730486	1
stopping	1066	894	1013	860	20.9	3.0282	10.66	2.9518	Verb	1062.0	1.0	Verb	1062	4.319998562	2
stop	1112	882	1056	846	21.8	3.0465	10.52	2.946	Verb	974.0	0.88	Verb.Noun	974.136	4.338329306	1
store	4178	2145	4040	2095	81.92	3.6211	25.57	3.3316	Noun	3998.0	0.96	Noun.Verb	3998.173	4.912906513	1
story	2215	1423	2175	1405	43.43	3.3456	16.96	3.1535	Noun	2212.0	1.0	Noun	2212	4.637403898	2
storm	1574	826	1329	755	30.86	3.1973	9.85	2.9175	Noun	1480.0	0.94	Noun.Verb.Name	1480.85.7	4.4891147	1
straighten	571	480	472	402	11.2	2.7574	5.72	2.6821	Verb	571.0	1.0	Verb	571	4.049230171	2
strange	4408	2531	3964	2375	86.43	3.6443	30.17	3.4035	Adjective	4296.0	0.98	Adjective.Name	4296.107	4.936174241	1
stranger	1377	986	1299	945	27.0	3.1392	11.75	2.9943	Noun	1152.0	0.84	Noun.Adjective.Name	1152.221.2	4.43108336	2
stranger	788	640	728	614	15.45	2.8971	7.63	2.8069	Noun	786.0	1.0	Noun	786	4.188911145	2
street	1611	1060	1578	1037	31.59	3.2074	12.64	3.0257	Noun	1604.0	1.0	Noun	1604	4.49919918	1
strength	1883	1235	1825	1212	36.92	3.2751	14.72	3.092	Noun	1883.0	1.0	Noun	1883	4.566915041	1
stress	796	583	755	560	15.61	2.9015	6.95	2.7664	Noun	677.0	0.85	Noun.Verb	677.119	4.193292464	1
stretch	748	558	604	496	14.67	2.8745	6.65	2.7474	Verb	455.0	0.61	Verb.Noun.Name	455.294.1	4.16631596	1
strictly	548	477	432	391	10.75	2.7396	5.69	2.6794	Adverb	548.0	1.0	Adverb	548	4.031406487	2
strike	2324	1240	1736	1078	45.57	3.3664	14.78	3.0938	Verb	1401.0	0.6	Verb.Noun.Name	1401.908.13	4.658257099	1
string	646	505	595	466	12.67	2.8109	6.02	2.7042	Noun	519.0	0.81	Noun.Verb	519.125	4.102738423	1
strip	800	596	610	480	15.69	2.9036	7.11	2.776	Noun	578.0	0.72	Noun.Verb	578.224	4.195466658	1
strong	4430	2684	4156	2606	86.86	3.6465	32.0	3.4289	Adjective	4382.0	0.99	Adjective.Adverb.Name	4382.26.19	4.938335892	1
stronger	974	761	937	742	19.1	2.989	9.07	2.882	Adjective	975.0	1.0	Adjective	975	4.280838758	2
struck	826	665	805	659	16.2	2.9175	7.93	2.8235	Verb	823.0	1.0	Verb.Adjective	823.4	4.209339652	1
structure	519	387	510	384	10.18	2.716	4.61	2.5888	Noun	512.0	0.99	Noun.Verb	512.7	4.007837486	2
struggle	682	540	671	533	13.37	2.8344	6.44	2.7332	Noun	527.0	0.77	Noun.Verb	527.156	4.126254846	2
stubborn	554	437	506	411	10.86	2.7443	5.21	2.6415	Adjective	552.0	1.0	Adjective	552	4.036127125	2
stuck	3399	2312	3283	2273	66.65	3.5315	27.56	3.3642	Verb	2978.0	0.88	Verb.Adjective	2978.420	4.823313059	1
student	2195	1140	2082	1111	43.04	3.3416	13.59	3.0573	Noun	2186.0	1.0	Noun	2186	4.633466478	2
student	1564	778	1455	752	30.67	3.1945	9.28	2.8915	Noun	1563.0	1.0	Noun	1563	4.486348484	2
studied	577	489	570	484	11.31	2.7619	5.83	2.6902	Verb	575.0	1.0	Verb.Adjective	575.2	4.053761981	2
study	2501	1419	2397	1371	49.04	3.3983	16.92	3.1523	Noun	1253.0	0.5	Noun.Verb	1253.1246	4.690121448	2
style	1534	1106	1474	1087	30.08	3.1861	13.19	3.0441	Noun	1528.0	1.0	Noun.Verb.Name	1528.6.1	4.477942522	1
subject	1885	1361	1772	1307	36.96	3.2755	16.23	3.1342	Noun	1673.0	0.89	Noun.Preposition.Verb.Adjective	1673.171.27.6	4.567375831	2
subway	546	338	510	322	10.71	2.738	4.03	2.5302	Noun	534.0	0.98	Noun.Name	534.11	4.029821468	2
success	1390	1001	1297	944	27.25	3.1433	11.93	3.0009	Noun	1385.0	1.0	Noun	1385	4.435161272	2
sucked	516	420	494	409	10.12	2.7135	5.01	2.6243	Verb	517.0	1.0	Verb	517	4.005324685	1
sudden	1707	1310	1670	1290	33.47	3.2325	15.62	3.1176	Adverb	927.0	0.54	Adverb.Adjective	927.780	4.524322008	2
sue	1498	691	746	508	29.37	3.1758	8.24	2.8401	Verb	800.0	0.54	Verb.Name	800.695	4.467635775	1
suffer	1148	898	1121	883	22.51	3.0603	10.71	2.9538	Verb	1145.0	1.0	Verb	1145	4.352154171	2
suffered	656	574	644	566	12.86	2.8176	6.84	2.7597	Verb	656.0	1.0	Verb	656	4.109399512	2
sugar	1926	1146	1476	998	37.76	3.2849	13.66	3.0596	Noun	1862.0	0.97	Noun.Name.Verb	1862.52.10	4.576715857	2
suggest	2001	1485	1966	1475	39.24	3.3015	17.7	3.172	Verb	2004.0	1.0	Verb.Noun	2004.1	4.593298215	2
suit	3499	1942	3188	1762	68.61	3.5441	23.15	3.2885	Noun	2789.0	0.8	Noun.Verb	2789.704	4.835902186	1
suitcase	683	371	660	364	13.39	2.8351	4.42	2.5705	Noun	682.0	1.0	Noun	682	4.126890244	2
suite	849	442	743	409	16.65	2.9294	5.27	2.6464	Noun	826.0	0.97	Noun.Adverb.Name.Adjective	826.21.1.1	4.221253068	1
suit	895	707	829	659	17.55	2.9523	8.43	2.85	Noun	554.0	0.62	Noun.Verb	554.340	4.244142152	1
sum	523	358	419	339	10.25	2.7193	4.27	2.5551	Noun	452.0	0.88	Noun.Verb.Name	452.61.1	4.011165429	1
summer	4012	1629	2953	1493	78.67	3.6035	19.42	3.2122	Noun	3980.0	0.99	Noun.Verb	3980.24	4.895303302	2
sun	3553	1957	3055	1757	69.67	3.5507	23.33	3.2918	Noun	3530.0	0.99	Noun.Name.Verb	3530.18.2	4.842551566	1
sunset	526	375	375	283	10.31	2.7218	4.47	2.5752	Noun	523.0	0.99	Noun.Name	523.3	4.013644757	2
sunshine	604	400	408	321	11.84	2.7818	4.77	2.6031	Noun	569.0	0.95	Noun.Name	569.30	4.073589517	2
super	1336	798	747	520	26.2	3.1261	9.51	2.9025	Adjective	1270.0	0.96	Adjective.Noun.Name	1270.49.3	4.417965549	2
supper	988	591	898	555	19.37	2.9952	7.05	2.7723	Noun	986.0	1.0	Noun	986	4.287030434	2
supply	717	514	684	496	14.06	2.8561	6.13	2.7118	Noun	623.0	0.87	Noun.Verb	623.94	4.147958586	2
supply	952	700	873	652	18.67	2.9791	8.35	2.8457	Noun	695.0	0.73	Noun.Verb	695.256	4.270927043	2
support	2587	1658	2489	1620	50.73	3.413	19.77	3.2198	Noun	1335.0	0.52	Noun.Verb.Preposition	1335.1232.22	4.704798414	2
surely	1407	994	716	565	27.59	3.1486	11.85	2.9978	Adverb	1403.0	1.0	Adverb	1403	4.440436797	2
surface	930	543	890	537	18.24	2.9689	6.47	2.7356	Noun	917.0	0.98	Noun.Verb	917.15	4.260783823	2
surgeon	838	500	780	472	16.43	2.9238	5.96	2.6998	Noun	837.0	1.0	Noun	837	4.215596103	2
surprise	4534	2738	3954	2556	88.9	3.6566	32.64	3.4376	Noun	3453.0	0.76	Noun.Verb	3453.1067	4.948411434	2
surprised	2808	2099	2669	2017	55.06	3.4486	25.02	3.3222	Adjective	2391.0	0.85	Adjective.Verb	2391.416	4.740385881	2
survive	1537	1108	1514	1099	30.14	3.187	13.21	3.0449	Verb	1535.0	1.0	Verb	1535	4.478790478	2
survived	660	545	652	539	12.94	2.8202	6.5	2.7372	Verb	660.0	1.0	Verb	660	4.112035602	2
suspect	2254	1297	2079	1253	44.2	3.3531	15.46	3.1133	Noun	1356.0	0.6	Noun.Verb.Adjective	1356.881.16	4.644980688	2
suspect	635	436	588	420	12.45	2.8035	5.2	2.6405	Noun	518.0	0.82	Noun.Verb	518.115	4.095291258	2
swear	4496	2581	4315	2538	88.16	3.6529	30.77	3.412	Verb	4480.0	1.0	Verb.Noun	4480.11	4.94475703	1
sweat	1115	863	1056	831	21.86	3.0477	10.29	2.9365	Noun	625.0	0.56	Noun.Verb	625.488	4.339498337	1
sweater	704	466	690	460	13.8	2.8482	5.56	2.6693	Noun	704.0	1.0	Noun	704	4.140023259	2
sweetheart	3272	1830	2609	1592	64.16	3.5149	21.82	3.2627	Noun	3260.0	1.0	Noun.Name	3260.2	4.806780147	2
sweetie	2731	1565	2155	1338	53.55	3.4365	18.66	3.1948	Noun	2728.0	1.0	Noun.Name	2728.1	4.728314837	2
swell	1061	570	880	491	20.8	3.0261	6.8	2.7566	Adjective	594.0	0.56	Adjective.Verb.Noun	594.334.131	4.317958659	1
swim	1622	844	1482	807	31.8	3.2103	10.06	2.9269	Verb	1183.0	0.73	Verb.Noun	1183.431	4.502152662	1
swimming	1019	639	927	606	19.98	3.0086	7.62	2.8062	Noun	547.0	0.54	Noun.Verb	547.472	4.300434314	2
swing	1325	857	1064	755	25.98	3.1225	10.22	2.9335	Verb	867.0	0.65	Verb.Noun	867.458	4.414377666	1
switch	1434	1000	1225	895	28.12	3.1569	11.92	3.0004	Verb	792.0	0.55	Verb.Noun	792.642	4.448686043	1
sword	1335	462	1245	436	26.18	3.1258	5.51	2.6656	Noun	1335.0	1.0	Noun	1335	4.4176406	1
system	4667	2240	4500	2200	91.51	3.6691	26.7	3.3504	Noun	4664.0	1.0	Noun	4664	4.96096499	2
system	848	441	729	409	16.63	2.9289	5.26	2.6454	Noun	848.0	1.0	Noun	848	4.220741832	2
table	599	466	591	461	11.75	2.7782	5.56	2.6693	Noun	599.0	1.0	Noun	599	4.069985393	2
tag	708	481	544	418	13.88	2.8506	5.73	2.683	Noun	372.0	0.53	Noun.Verb	372.336	4.142480377	1
tail	1219	821	1149	796	23.9	3.0864	9.79	2.9149	Noun	1178.0	0.97	Noun.Verb	1178.41	4.378193973	1
tale	612	435	563	413	12.0	2.7875	5.19	2.6395	Noun	610.0	1.0	Noun	610	4.079294617	1
talent	1332	883	1279	867	26.12	3.1248	10.53	2.9465	Noun	1331.0	1.0	Noun	1331	4.416664292	2
talk	1216	987	1182	969	23.84	3.0853	11.77	2.9948	Verb	740.0	0.61	Verb.Noun	740.473	4.37712472	1
tall	1649	1144	1424	1033	32.33	3.2175	13.64	3.0588	Adjective	1645.0	1.0	Adjective	1645	4.509318086	1
tank	1306	674	1122	643	25.61	3.1163	8.04	2.8293	Noun	1256.0	0.96	Noun.Verb.Name	1256.47.1	4.40810973	1
tap	752	480	653	440	14.75	2.8768	5.72	2.6821	Noun	392.0	0.52	Noun.Verb	392.359	4.168629118	1
tape	3511	1484	3394	1440	68.84	3.5456	17.69	3.1717	Noun	3221.0	0.92	Noun.Verb	3221.286	4.837388649	1
tape	664	377	657	377	13.02	2.8228	4.49	2.5775	Noun	652.0	0.99	Noun.Verb	652.4	4.114655787	1
target	1936	945	1672	878	37.96	3.2871	11.27	2.9759	Noun	1774.0	0.92	Noun.Verb	1774.155	4.578963763	2
task	649	488	613	467	12.73	2.8129	5.82	2.6893	Noun	645.0	1.0	Noun	645	4.104747499	1
taste	2617	1825	2488	1770	51.31	3.418	21.76	3.2615	Noun	1732.0	0.66	Noun.Verb	1732.888	4.709803784	1
