numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f
8096	8095	hay	29739	325	200	252	184	6.3725	2.5132	2.3844	2.3032	Noun	252	0.77778	3.8051	1	10.5	3	20	1	high	high1	1	10	1	2	11	12	13	14
16958	16957	strain	62800	361	291	354	287	7.0784	2.5587	3.4692	2.4654	Noun	278	0.77222	3.8505	1	50.4	6	2	1	high	high1	1	10	1	2	11	12	13	14
2366	2365	bush	8658	720	403	369	273	14.1176	2.8579	4.8045	2.6064	Noun	386	0.53611	4.1498	1	25	4	9	1	high	high1	1	10	1	2	11	12	13	14
4146	4145	creek	15099	454	241	192	136	8.902	2.658	2.8732	2.3838	Noun	448	0.99115	3.9498	1	35	5	5	1	high	high1	1	10	1	2	11	12	13	14
2029	2028	brake	7628	305	196	252	173	5.9804	2.4857	2.3367	2.2945	Noun	216	0.72241	3.7776	1	38.5	5	4	1	high	high1	1	10	1	2	11	12	13	14
5496	5495	dust	20342	1216	811	1107	770	23.8431	3.0853	9.6686	2.9096	Noun	941	0.77321	4.3771	1	28.33	4	11	1	high	high1	1	10	1	2	11	12	13	14
15355	15354	scarf	56823	239	165	235	163	4.6863	2.3802	1.9671	2.2201	Noun	239	1	3.672	1	27	5	3	1	high	high1	1	10	1	2	11	12	13	14
15339	15338	scam	56758	313	225	308	224	6.1373	2.4969	2.6824	2.3541	Noun	277	0.88782	3.7888	1	8	4	8	1	high	high1	1	10	1	2	11	12	13	14
5627	5626	egg	20787	1328	726	1237	694	26.0392	3.1235	8.6552	2.8615	Noun	1314	0.9902	4.4154	1	1.5	3	1	1	high	high1	1	10	1	2	11	12	13	14
8512	8511	horn	31092	1075	586	801	484	21.0784	3.0318	6.9862	2.7686	Noun	1039	0.96922	4.3236	1	26.33	4	6	1	high	high1	1	10	1	2	11	12	13	14
12133	12132	opinion	44656	2142	1430	2134	1427	42	3.331	17.0482	3.1556	Noun	2144	1	4.6229	3	53	7	0	1	high	high3	2	20	1	2	21	22	23	24
7210	7209	gasoline	26764	333	218	312	202	6.5294	2.5237	2.599	2.3404	Noun	333	1	3.8156	3	178.86	8	0	1	high	high3	2	20	1	2	21	22	23	24
1416	1415	beginning	5462	3219	2242	3142	2207	63.1176	3.5079	26.7287	3.3508	Noun	1883	0.58587	4.7997	3	201.25	9	0	1	high	high3	2	20	1	2	21	22	23	24
18035	18034	torpedo	66914	326	81	254	72	6.3922	2.5145	0.96567	1.9138	Noun	301	0.92901	3.8064	3	36.83	7	0	1	high	high3	2	20	1	2	21	22	23	24
789	788	assassin	3425	302	188	291	184	5.9216	2.4814	2.2413	2.2765	Noun	301	1	3.7733	3	20.57	8	0	1	high	high3	2	20	1	2	21	22	23	24
933	932	autograph	3966	416	273	406	271	8.1569	2.6201	3.2546	2.4378	Noun	371	0.89183	3.912	3	24.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
7126	7125	galaxy	26515	339	152	232	137	6.6471	2.5315	1.8121	2.1847	Noun	336	0.99115	3.8233	3	29.6	6	0	1	high	high3	2	20	1	2	21	22	23	24
12984	12983	photograph	47830	579	407	566	400	11.3529	2.7634	4.8522	2.6107	Noun	464	0.80277	4.0553	3	18.78	10	1	1	high	high3	2	20	1	2	21	22	23	24
18556	18555	universe	69592	1289	703	1184	682	25.2745	3.1106	8.381	2.8476	Noun	1269	0.98448	4.4024	3	48.43	8	0	1	high	high3	2	20	1	2	21	22	23	24
727	726	arrival	3199	422	354	410	345	8.2745	2.6263	4.2203	2.5502	Noun	422	1	3.9182	3	35.17	7	0	1	high	high3	2	20	1	2	21	22	23	24
885	884	attitude	3770	1330	1016	1291	994	26.0784	3.1242	12.1125	3.0073	Noun	1327	0.99925	4.416	3	34.71	8	2	1	high	high3	2	20	1	2	21	22	23	24
880	879	attention	3749	5032	3000	3854	2620	98.6667	3.7018	35.7654	3.4773	Noun	5016	1	4.9937	3	112	9	0	1	high	high3	2	20	1	2	21	22	23	24
748	747	article	3264	998	553	953	531	19.5686	2.9996	6.5928	2.7435	Noun	995	1	4.2914	3	40.83	7	0	1	high	high3	2	20	1	2	21	22	23	24
17616	17615	telegram	65358	471	235	414	216	9.2353	2.6739	2.8016	2.3729	Noun	467	1	3.9658	3	27	8	0	1	high	high3	2	20	1	2	21	22	23	24
6049	6048	excitement	22674	628	523	602	508	12.3137	2.7987	6.2351	2.7193	Noun	622	0.99361	4.0905	3	56.67	10	0	1	high	high3	2	20	1	2	21	22	23	24
3675	3674	compliment	13062	523	461	512	451	10.2549	2.7193	5.4959	2.6646	Noun	411	0.78585	4.0112	3	81.67	10	1	1	high	high3	2	20	1	2	21	22	23	24
7642	7641	gravity	28271	351	265	298	238	6.8824	2.5465	3.1593	2.4249	Noun	351	1	3.8384	3	62.5	7	0	1	high	high3	2	20	1	2	21	22	23	24
12873	12872	period	47325	1417	1022	1278	927	27.7843	3.1517	12.1841	3.0099	Noun	1417	1	4.4435	3	40.2	6	0	1	high	high3	2	20	1	2	21	22	23	24
15414	15413	scientist	57024	621	397	601	390	12.1765	2.7938	4.733	2.5999	Noun	617	0.99516	4.0856	3	85.63	9	0	1	high	high3	2	20	1	2	21	22	23	24
11076	11075	minister	40759	941	395	515	273	18.451	2.9741	4.7091	2.5977	Noun	891	0.94687	4.2659	3	100.29	8	1	1	high	high3	2	20	1	2	21	22	23	24
6069	6068	exercise	22762	904	640	859	625	17.7255	2.9566	7.6299	2.8069	Noun	642	0.71096	4.2485	3	54.86	8	1	1	high	high3	2	20	1	2	21	22	23	24
5857	5856	envelope	21894	513	326	506	321	10.0588	2.711	3.8865	2.5145	Noun	512	1	4.0028	3	34.57	8	0	1	high	high3	2	20	1	2	21	22	23	24
357	356	ambition	1846	273	233	257	221	5.3529	2.4378	2.7778	2.3692	Noun	273	1	3.7296	3	82.29	8	0	1	high	high3	2	20	1	2	21	22	23	24
3597	3596	comedy	12735	602	322	541	303	11.8039	2.7803	3.8388	2.5092	Noun	598	0.99667	4.0722	3	38.8	6	1	1	high	high3	2	20	1	2	21	22	23	24
17298	17297	suspicion	64154	373	308	343	293	7.3137	2.5729	3.6719	2.49	Noun	368	0.98396	3.8647	3	66.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
11278	11277	monitor	41439	669	472	623	450	13.1176	2.8261	5.6271	2.6749	Noun	375	0.56054	4.1179	3	41.83	7	0	1	high	high3	2	20	1	2	21	22	23	24
8508	8507	horizon	31083	228	157	198	143	4.4706	2.3598	1.8717	2.1987	Noun	228	1	3.6517	3	47.33	7	0	1	high	high3	2	20	1	2	21	22	23	24
3742	3741	confession	13369	841	546	809	535	16.4902	2.9253	6.5093	2.738	Noun	836	1	4.2171	3	123.78	10	1	1	high	high3	2	20	1	2	21	22	23	24
3629	3628	committee	12861	1123	528	796	418	22.0196	3.0508	6.2947	2.7235	Noun	1120	1	4.3426	3	91.38	9	1	1	high	high3	2	20	1	2	21	22	23	24
953	952	avenue	4047	861	564	87	72	16.8824	2.9355	6.7239	2.752	Noun	857	1	4.2273	3	15.2	6	1	1	high	high3	2	20	1	2	21	22	23	24
10519	10518	management	38829	594	423	506	382	11.6471	2.7745	5.0429	2.6274	Noun	591	0.99831	4.0664	3	49.11	10	0	1	high	high3	2	20	1	2	21	22	23	24
743	742	artery	3249	271	181	266	177	5.3137	2.4346	2.1578	2.2601	Noun	271	1	3.7264	3	48.6	6	0	1	high	high3	2	20	1	2	21	22	23	24
4717	4716	denial	17229	268	199	224	173	5.2549	2.4298	2.3724	2.301	Noun	268	1	3.7216	3	58.6	6	3	1	high	high3	2	20	1	2	21	22	23	24
13851	13850	protocol	50818	382	265	360	258	7.4902	2.5832	3.1593	2.4249	Noun	382	1	3.875	3	49	8	0	1	high	high3	2	20	1	2	21	22	23	24
9122	9121	investment	34188	497	373	485	362	9.7451	2.6972	4.4468	2.5729	Noun	497	1	3.9891	3	65	10	0	1	high	high3	2	20	1	2	21	22	23	24
12177	12176	orchestra	44770	281	189	220	157	5.5098	2.4502	2.2532	2.2788	Noun	279	1	3.7421	3	26.13	9	0	1	high	high3	2	20	1	2	21	22	23	24
13484	13483	possession	49359	680	522	630	493	13.3333	2.8331	6.2232	2.7185	Noun	593	0.87592	4.125	3	88.67	10	0	1	high	high3	2	20	1	2	21	22	23	24
14552	14551	religion	53730	707	440	650	415	13.8627	2.85	5.2456	2.6444	Noun	708	1	4.1419	3	87.57	8	0	1	high	high3	2	20	1	2	21	22	23	24
14671	14670	residence	54359	421	342	403	332	8.2549	2.6253	4.0773	2.5353	Noun	421	1	3.9171	3	79.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
10346	10345	lunatic	38229	433	345	414	335	8.4902	2.6375	4.113	2.5391	Noun	368	0.84988	3.9293	3	42.83	7	0	1	high	high3	2	20	1	2	21	22	23	24
4750	4749	deposit	17375	551	373	524	360	10.8039	2.7419	4.4468	2.5729	Noun	432	0.78403	4.0338	3	34.67	7	0	1	high	high3	2	20	1	2	21	22	23	24
5072	5071	disposal	18898	250	212	245	209	4.902	2.3997	2.5274	2.3284	Noun	250	1	3.6915	3	56.71	8	0	1	high	high3	2	20	1	2	21	22	23	24
18531	18530	underwear	69152	1105	754	1063	734	21.6667	3.0438	8.989	2.8779	Noun	1102	0.99909	4.3356	3	53.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
14701	14700	restaurant	54486	2373	1244	2248	1212	46.5294	3.3755	14.8307	3.0952	Noun	2365	1	4.6673	3	63	10	0	1	high	high3	2	20	1	2	21	22	23	24
13712	13711	privacy	50272	774	618	749	604	15.1765	2.8893	7.3677	2.7917	Noun	773	1	4.1811	3	44.67	7	1	1	high	high3	2	20	1	2	21	22	23	24
1304	1303	battalion	5103	298	140	181	94	5.8431	2.4757	1.6691	2.1492	Noun	298	1	3.7675	3	89.63	9	0	1	high	high3	2	20	1	2	21	22	23	24
8652	8651	hurricane	31591	447	178	370	151	8.7647	2.6513	2.1221	2.2529	Noun	445	1	3.9431	3	48.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
2583	2582	candidate	9264	434	277	406	263	8.5098	2.6385	3.3023	2.444	Noun	434	1	3.9303	3	60.75	9	0	1	high	high3	2	20	1	2	21	22	23	24
14623	14622	reporter	54101	1040	513	853	456	20.3922	3.0175	6.1159	2.711	Noun	1035	0.99711	4.3093	3	115.29	8	1	1	high	high3	2	20	1	2	21	22	23	24
470	469	animal	2264	2320	1372	2086	1281	45.4902	3.3657	16.3567	3.1377	Noun	2312	0.99741	4.6575	3	31.8	6	0	1	high	high3	2	20	1	2	21	22	23	24
43	42	accounting	410	230	179	186	151	4.5098	2.3636	2.134	2.2553	Noun	180	0.78261	3.6554	3	175.33	10	0	1	high	high3	2	20	1	2	21	22	23	24
4823	4822	detention	17700	333	163	291	151	6.5294	2.5237	1.9433	2.2148	Noun	331	1	3.8156	3	131.5	9	2	1	high	high3	2	20	1	2	21	22	23	24
3613	3612	commander	12780	1887	484	582	307	37	3.276	5.7701	2.6857	Noun	1863	0.98833	4.5678	3	83.63	9	1	1	high	high3	2	20	1	2	21	22	23	24
5896	5895	equipment	22061	1298	849	1270	831	25.451	3.1136	10.1216	2.9294	Noun	1296	1	4.4054	3	42.25	9	0	1	high	high3	2	20	1	2	21	22	23	24
10579	10578	manual	39026	408	299	366	274	8	2.6117	3.5646	2.4771	Noun	293	0.7199	3.9036	3	54.4	6	0	1	high	high3	2	20	1	2	21	22	23	24
4764	4763	deputy	17443	798	373	432	241	15.6471	2.9025	4.4468	2.5729	Noun	792	0.99373	4.1944	3	38	6	0	1	high	high3	2	20	1	2	21	22	23	24
7533	7532	gorilla	27918	283	156	259	148	5.549	2.4533	1.8598	2.1959	Noun	281	1	3.7452	3	41.33	7	0	1	high	high3	2	20	1	2	21	22	23	24
663	662	architect	2984	334	169	311	161	6.549	2.525	2.0148	2.2304	Noun	331	0.99399	3.8169	3	24.13	9	0	1	high	high3	2	20	1	2	21	22	23	24
945	944	autopsy	4004	489	291	463	280	9.5882	2.6902	3.4692	2.4654	Noun	489	1	3.982	3	15.17	7	0	1	high	high3	2	20	1	2	21	22	23	24
889	888	attraction	3781	348	263	307	251	6.8235	2.5428	3.1354	2.4216	Noun	348	1	3.8347	3	117.89	10	0	1	high	high3	2	20	1	2	21	22	23	24
13811	13810	prophecy	50658	321	118	307	114	6.2941	2.5079	1.4068	2.0755	Noun	319	0.99687	3.7997	3	56.57	8	1	1	high	high3	2	20	1	2	21	22	23	24
17603	17602	teenager	65314	351	288	341	280	6.8824	2.5465	3.4335	2.4609	Noun	353	1	3.8384	3	55.71	8	0	1	high	high3	2	20	1	2	21	22	23	24
3944	3943	corridor	14422	284	207	266	198	5.5686	2.4548	2.4678	2.3181	Noun	283	1	3.7467	3	69.86	8	0	1	high	high3	2	20	1	2	21	22	23	24
5803	5802	engagement	21592	666	431	649	423	13.0588	2.8241	5.1383	2.6355	Noun	666	1	4.116	3	43.22	10	0	1	high	high3	2	20	1	2	21	22	23	24
266	265	alibi	1538	426	249	417	241	8.3529	2.6304	2.9685	2.3979	Noun	428	1	3.9223	3	17	5	0	1	high	high3	2	20	1	2	21	22	23	24
10520	10519	manager	38831	2038	1055	1814	1005	39.9608	3.3094	12.5775	3.0237	Noun	2012	0.99211	4.6013	3	107.83	7	2	1	high	high3	2	20	1	2	21	22	23	24
11105	11104	miracle	40822	1359	871	1258	827	26.6471	3.1335	10.3839	2.9405	Noun	1354	0.99779	4.4254	3	48	7	0	1	high	high3	2	20	1	2	21	22	23	24
6126	6125	exposure	23033	291	240	281	237	5.7059	2.4654	2.8612	2.382	Noun	290	1	3.7572	3	29.71	8	0	1	high	high3	2	20	1	2	21	22	23	24
17737	17736	theatre	65812	582	236	488	188	11.4118	2.7657	2.8135	2.3747	Noun	578	0.99827	4.0575	3	48.33	7	0	1	high	high3	2	20	1	2	21	22	23	24
10369	10368	luxury	38324	307	272	298	267	6.0196	2.4886	3.2427	2.4362	Noun	203	0.6634	3.7804	3	20	6	0	1	high	high3	2	20	1	2	21	22	23	24
5079	5078	disrespect	18942	267	224	262	219	5.2353	2.4281	2.6705	2.3522	Noun	190	0.71161	3.72	3	46.11	10	0	1	high	high3	2	20	1	2	21	22	23	24
42	41	accountant	407	315	191	303	185	6.1765	2.4997	2.2771	2.2833	Noun	315	1	3.7915	3	38.89	10	0	1	high	high3	2	20	1	2	21	22	23	24
4759	4758	depression	17407	406	304	308	244	7.9608	2.6096	3.6242	2.4843	Noun	404	0.99753	3.9014	3	106.78	10	1	1	high	high3	2	20	1	2	21	22	23	24
4818	4817	detective	17694	3117	988	1405	675	61.1176	3.4939	11.7787	2.9952	Noun	3092	0.99325	4.7857	3	102.75	9	1	1	high	high3	2	20	1	2	21	22	23	24
5153	5152	document	19289	515	319	496	305	10.098	2.7126	3.8031	2.5051	Noun	439	0.85243	4.0045	3	45	8	0	1	high	high3	2	20	1	2	21	22	23	24
7768	7767	guardian	28689	358	247	309	225	7.0196	2.5551	2.9447	2.3945	Noun	358	1	3.8469	3	40.14	8	0	1	high	high3	2	20	1	2	21	22	23	24
2643	2642	capital	9421	648	491	574	443	12.7059	2.8122	5.8536	2.692	Noun	637	0.98151	4.1041	3	51	7	0	1	high	high3	2	20	1	2	21	22	23	24
12007	12006	occasion	44208	844	692	839	690	16.549	2.9269	8.2499	2.8407	Noun	838	0.99643	4.2187	3	49.29	8	0	1	high	high3	2	20	1	2	21	22	23	24
17161	17160	suggestion	63607	622	519	617	517	12.1961	2.7945	6.1874	2.716	Noun	622	1	4.0863	3	119.89	10	0	1	high	high3	2	20	1	2	21	22	23	24
12218	12217	orphanage	44907	273	136	256	132	5.3529	2.4378	1.6214	2.1367	Noun	273	1	3.7296	3	24.63	9	0	1	high	high3	2	20	1	2	21	22	23	24
12885	12884	permission	47395	1587	1063	1382	983	31.1176	3.2009	12.6729	3.0269	Noun	1587	1	4.4927	3	92.89	10	0	1	high	high3	2	20	1	2	21	22	23	24
5001	5000	director	18370	1834	809	1287	646	35.9608	3.2636	9.6447	2.9085	Noun	1813	0.99234	4.5555	3	50.14	8	0	1	high	high3	2	20	1	2	21	22	23	24
3826	3825	contrary	13943	454	409	411	371	8.902	2.658	4.876	2.6128	Noun	333	0.73348	3.9498	3	88.57	8	0	1	high	high3	2	20	1	2	21	22	23	24
5799	5798	energy	21564	1678	995	1587	963	32.902	3.2251	11.8622	2.9983	Noun	1675	1	4.5169	3	16.4	6	0	1	high	high3	2	20	1	2	21	22	23	24
18822	18821	video	71276	2105	1088	1916	1045	41.2745	3.3235	12.9709	3.037	Noun	2033	0.9658	4.6153	3	23	5	1	1	high	high3	2	20	1	2	21	22	23	24
18820	18819	victory	71270	1094	636	871	577	21.451	3.0394	7.5823	2.8041	Noun	1072	0.97989	4.3312	3	48.17	7	1	1	high	high3	2	20	1	2	21	22	23	24
6128	6127	expression	23043	651	549	649	547	12.7647	2.8142	6.5451	2.7404	Noun	650	1	4.1061	3	98.67	10	0	1	high	high3	2	20	1	2	21	22	23	24
18075	18074	tournament	67044	464	157	409	140	9.098	2.6675	1.8717	2.1987	Noun	469	1	3.9593	3	44.67	10	0	1	high	high3	2	20	1	2	21	22	23	24
10783	10782	mechanic	39703	258	185	250	181	5.0588	2.4133	2.2055	2.2695	Noun	257	0.99612	3.7051	3	41.57	8	0	1	high	high3	2	20	1	2	21	22	23	24
3756	3755	confusion	13459	363	314	346	299	7.1176	2.5611	3.7434	2.4983	Noun	362	0.99725	3.8529	3	102.88	9	0	1	high	high3	2	20	1	2	21	22	23	24
5606	5605	edition	20691	249	194	229	177	4.8824	2.3979	2.3128	2.29	Noun	248	1	3.6898	3	62.17	7	0	1	high	high3	2	20	1	2	21	22	23	24
19078	19077	warrior	72058	516	267	449	251	10.1176	2.7135	3.1831	2.4281	Noun	517	1	4.0053	3	78.33	7	0	1	high	high3	2	20	1	2	21	22	23	24
1420	1419	behavior	5491	1142	861	1125	850	22.3922	3.058	10.2647	2.9355	Noun	1134	0.99912	4.3499	3	31	8	0	1	high	high3	2	20	1	2	21	22	23	24
12994	12993	physician	47886	313	235	293	222	6.1373	2.4969	2.8016	2.3729	Noun	313	1	3.7888	3	26.88	9	0	1	high	high3	2	20	1	2	21	22	23	24
9414	9413	karate	35333	386	138	304	115	7.5686	2.5877	1.6452	2.143	Noun	380	0.99738	3.8795	3	54	6	0	1	high	high3	2	20	1	2	21	22	23	24
7946	7945	hamburger	29235	397	247	340	221	7.7843	2.5999	2.9447	2.3945	Noun	380	0.96203	3.8917	3	38.75	9	0	1	high	high3	2	20	1	2	21	22	23	24
15715	15714	settlement	58083	322	216	314	213	6.3137	2.5092	2.5751	2.3365	Noun	322	1	3.801	3	48.56	10	0	1	high	high3	2	20	1	2	21	22	23	24
6550	6549	fireplace	24407	259	189	253	186	5.0784	2.415	2.2532	2.2788	Noun	258	1	3.7068	3	36.63	9	0	1	high	high3	2	20	1	2	21	22	23	24
3793	3792	consulate	13763	249	78	187	62	4.8824	2.3979	0.9299	1.8976	Noun	237	0.95565	3.6898	3	85.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
16093	16092	skeleton	59461	261	145	206	138	5.1176	2.4183	1.7287	2.1644	Noun	221	0.84674	3.7101	3	37	8	0	1	high	high3	2	20	1	2	21	22	23	24
14919	14918	robbery	55365	1175	568	1061	536	23.0392	3.0704	6.7716	2.7551	Noun	1157	0.99914	4.3622	3	86.83	7	2	1	high	high3	2	20	1	2	21	22	23	24
3469	3468	coconut	12316	234	140	170	116	4.5882	2.3711	1.6691	2.1492	Noun	234	1	3.6629	3	46.67	7	0	1	high	high3	2	20	1	2	21	22	23	24
3015	3014	character	10660	1946	1169	1911	1157	38.1569	3.2894	13.9366	3.0682	Noun	1943	1	4.5812	3	79.5	9	0	1	high	high3	2	20	1	2	21	22	23	24
11628	11627	narrator	42594	529	164	113	70	10.3725	2.7243	1.9552	2.2175	Noun	520	0.99426	4.0161	3	61.29	8	0	1	high	high3	2	20	1	2	21	22	23	24
14476	14475	reflection	53286	256	225	254	224	5.0196	2.4099	2.6824	2.3541	Noun	257	1	3.7018	3	138.33	10	1	1	high	high3	2	20	1	2	21	22	23	24
6198	6197	factory	23321	857	483	791	461	16.8039	2.9335	5.7582	2.6848	Noun	857	1	4.2253	3	53.5	7	1	1	high	high3	2	20	1	2	21	22	23	24
6037	6036	exception	22644	409	375	396	367	8.0196	2.6128	4.4707	2.5752	Noun	410	1	3.9046	3	101.5	9	0	1	high	high3	2	20	1	2	21	22	23	24
15648	15647	sensation	57833	249	205	239	203	4.8824	2.3979	2.444	2.3139	Noun	249	1	3.6898	3	115.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
13751	13750	production	50409	645	403	567	360	12.6471	2.8102	4.8045	2.6064	Noun	643	0.99845	4.1021	3	132.89	10	0	1	high	high3	2	20	1	2	21	22	23	24
14511	14510	register	53440	561	423	543	409	11	2.7497	5.0429	2.6274	Noun	359	0.64107	4.0416	3	117.29	8	0	1	high	high3	2	20	1	2	21	22	23	24
6201	6200	faculty	23327	248	160	227	150	4.8627	2.3962	1.9075	2.2068	Noun	246	1	3.688	3	34.83	7	0	1	high	high3	2	20	1	2	21	22	23	24
618	617	approval	2836	428	333	423	330	8.3922	2.6325	3.97	2.5237	Noun	429	1	3.9243	3	35.86	8	0	1	high	high3	2	20	1	2	21	22	23	24
14579	14578	rendezvous	53899	312	223	291	209	6.1176	2.4955	2.6586	2.3502	Noun	240	0.76923	3.7874	3	56.11	10	0	1	high	high3	2	20	1	2	21	22	23	24
18715	18714	vegetable	70931	291	238	273	228	5.7059	2.4654	2.8374	2.3784	Noun	291	1	3.7572	3	45.13	9	0	1	high	high3	2	20	1	2	21	22	23	24
6374	6373	felony	23897	285	224	262	213	5.5882	2.4564	2.6705	2.3522	Noun	272	0.96797	3.7482	3	31.8	6	1	1	high	high3	2	20	1	2	21	22	23	24
1463	1462	benefit	5686	732	560	707	545	14.3529	2.8651	6.6762	2.749	Noun	552	0.75513	4.1569	3	36.5	7	0	1	high	high3	2	20	1	2	21	22	23	24
11987	11986	objective	44089	359	270	348	266	7.0392	2.5563	3.2189	2.433	Noun	229	0.63611	3.8481	3	73.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
10413	10412	mafia	38503	238	150	53	44	4.6667	2.3784	1.7883	2.179	Noun	235	0.99156	3.6702	3	15	5	2	1	high	high3	2	20	1	2	21	22	23	24
8455	8454	honesty	30924	368	298	317	267	7.2157	2.567	3.5527	2.4757	Noun	365	0.99455	3.8589	3	44	7	0	1	high	high3	2	20	1	2	21	22	23	24
11583	11582	mystery	42430	1171	837	1094	802	22.9608	3.0689	9.9785	2.9232	Noun	1167	0.99744	4.3608	3	103.67	7	1	1	high	high3	2	20	1	2	21	22	23	24
5059	5058	disorder	18820	364	246	353	238	7.1373	2.5623	2.9328	2.3927	Noun	364	1	3.8541	3	81.43	8	0	1	high	high3	2	20	1	2	21	22	23	24
14409	14408	recording	52955	748	371	712	353	14.6667	2.8745	4.423	2.5705	Noun	552	0.73797	4.1663	3	230.5	9	0	1	high	high3	2	20	1	2	21	22	23	24
674	673	area	3018	3821	2159	3663	2099	74.9216	3.5823	25.7392	3.3345	Noun	3817	1	4.8741	3	9.67	4	1	1	high	high3	2	20	1	2	21	22	23	24
9037	9036	instructor	33644	240	165	235	163	4.7059	2.382	1.9671	2.2201	Noun	240	1	3.6739	3	49.11	10	0	1	high	high3	2	20	1	2	21	22	23	24
13332	13331	poisoning	48885	302	226	298	224	5.9216	2.4814	2.6943	2.356	Noun	213	0.7053	3.7733	3	204.25	9	0	1	high	high3	2	20	1	2	21	22	23	24
13838	13837	protection	50783	1197	854	1073	798	23.4706	3.0785	10.1812	2.932	Noun	1196	0.99916	4.3703	3	145.78	10	1	1	high	high3	2	20	1	2	21	22	23	24
16521	16520	specialty	61195	272	240	261	231	5.3333	2.4362	2.8612	2.382	Noun	272	1	3.728	3	36.38	9	1	1	high	high3	2	20	1	2	21	22	23	24
2988	2987	champion	10558	1067	511	961	486	20.9216	3.0286	6.092	2.7093	Noun	953	0.89149	4.3204	3	62.43	8	0	1	high	high3	2	20	1	2	21	22	23	24
686	685	argument	3064	867	702	857	698	17	2.9385	8.3691	2.847	Noun	867	1	4.2304	3	40	8	0	1	high	high3	2	20	1	2	21	22	23	24
3031	3030	charity	10705	841	538	787	522	16.4902	2.9253	6.4139	2.7316	Noun	840	1	4.2171	3	77.5	7	1	1	high	high3	2	20	1	2	21	22	23	24
552	551	anytime	2591	1248	1031	805	709	24.4706	3.0966	12.2914	3.0137	Noun	1246	1	4.3884	3	45.17	7	0	1	high	high3	2	20	1	2	21	22	23	24
13748	13747	producer	50404	636	351	548	313	12.4706	2.8041	4.1845	2.5465	Noun	625	0.99522	4.096	3	74.57	8	2	1	high	high3	2	20	1	2	21	22	23	24
9027	9026	inspector	33567	1124	290	465	190	22.0392	3.0512	3.4573	2.4639	Noun	1133	1	4.343	3	55.5	9	0	1	high	high3	2	20	1	2	21	22	23	24
9038	9037	instrument	33647	413	313	410	311	8.098	2.617	3.7315	2.4969	Noun	413	1	3.9088	3	70.56	10	0	1	high	high3	2	20	1	2	21	22	23	24
14383	14382	reception	52766	568	420	539	404	11.1373	2.7551	5.0072	2.6243	Noun	568	1	4.0469	3	126.13	9	1	1	high	high3	2	20	1	2	21	22	23	24
13952	13951	punishment	51263	685	514	653	497	13.4314	2.8363	6.1278	2.7118	Noun	685	0.99854	4.1282	3	41.67	10	0	1	high	high3	2	20	1	2	21	22	23	24
5126	5125	division	19197	946	539	536	354	18.549	2.9763	6.4258	2.7324	Noun	944	0.99894	4.2682	3	72.14	8	0	1	high	high3	2	20	1	2	21	22	23	24
5019	5018	discipline	18510	462	335	419	315	9.0588	2.6656	3.9938	2.5263	Noun	462	1	3.9574	3	105.89	10	0	1	high	high3	2	20	1	2	21	22	23	24
4046	4045	covenant	14761	341	53	15	14	6.6863	2.534	0.63186	1.7324	Noun	336	0.98534	3.8259	3	82.29	8	0	1	high	high3	2	20	1	2	21	22	23	24
1512	1511	bicycle	5975	337	239	316	228	6.6078	2.5289	2.8493	2.3802	Noun	334	0.99405	3.8208	3	32.17	7	0	1	high	high3	2	20	1	2	21	22	23	24
16699	16698	stadium	61951	312	184	185	122	6.1176	2.4955	2.1936	2.2672	Noun	312	1	3.7874	3	55.5	7	0	1	high	high3	2	20	1	2	21	22	23	24
3766	3765	connection	13549	1386	1008	1356	988	27.1765	3.1421	12.0172	3.0039	Noun	1314	0.94942	4.4339	3	154.78	10	2	1	high	high3	2	20	1	2	21	22	23	24
7553	7552	government	27983	3327	1523	3024	1423	65.2353	3.5222	18.1569	3.183	Noun	3320	0.9997	4.814	3	52.33	10	0	1	high	high3	2	20	1	2	21	22	23	24
13300	13299	pneumonia	48803	257	184	239	178	5.0392	2.4116	2.1936	2.2672	Noun	256	1	3.7035	3	11.38	9	1	1	high	high3	2	20	1	2	21	22	23	24
16852	16851	stereo	62380	304	216	260	191	5.9608	2.4843	2.5751	2.3365	Noun	301	1	3.7761	3	49	6	0	1	high	high3	2	20	1	2	21	22	23	24
13724	13723	probation	50315	299	180	284	172	5.8627	2.4771	2.1459	2.2577	Noun	299	1	3.769	3	122.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
