"numid.f" "X.f" "Word.s" "Unnamed.f" "FREQcount.f" "Cdcount.f" "FREQlow.f" "Cdlow.f" "SUBLTLWF.f" "Lg10WF.f" "SUBTLCD.f" "Lg10CD.f" "Dom_PoS_SUBTLEX.s" "Freq_dom_PoS_SUBTLEX.f" "Percentage_dom_PoS.f" "Zipfvalue.f" "cmu_sylls.f" "BF_TP.f" "LEN_L.f" "N.f" "Zipfvalue_incl.f" "Zipfvalue_cat.s"
"1682" 16988 16987 "street" 62886 7557 3411 5281 2861 148.1764706 3.878406888 40.66523605 3.533009022 "Noun" 7532 0.998144712 5.17024103 1 60.4 6 0 1 "high"
"1683" 16993 16992 "strength" 62903 1883 1235 1825 1212 36.92156863 3.275080898 14.7234144 3.092018471 "Noun" 1883 1 4.566915041 1 53.86 8 0 1 "high"
"1684" 16997 16996 "stress" 62917 796 583 755 560 15.60784314 2.901458321 6.950405341 2.766412847 "Noun" 677 0.850502513 4.193292464 1 53 6 0 1 "high"
"1688" 17017 17016 "strip" 62989 800 596 610 480 15.68627451 2.903632516 7.10538865 2.775974331 "Noun" 578 0.720698254 4.195466658 1 24.75 5 1 1 "high"
"1691" 17049 17048 "stud" 63098 354 269 321 250 6.941176471 2.550228353 3.206962327 2.431363764 "Noun" 245 0.698005698 3.842062495 1 7 4 2 1 "high"
"1693" 17057 17056 "stuff" 63114 15653 5429 15337 5392 306.9215686 4.194625329 64.7234144 3.73479983 "Noun" 14883 0.951111963 5.486459472 1 26 5 4 1 "high"
"1696" 17067 17066 "stunt" 63146 469 291 447 289 9.196078431 2.672097858 3.469241774 2.465382851 "Noun" 397 0.850107066 3.963932 1 39.25 5 2 1 "high"
"1697" 17075 17074 "style" 63184 1534 1106 1474 1087 30.07843137 3.18610838 13.1855031 3.044147621 "Noun" 1528 0.995439739 4.477942522 1 30.5 5 3 1 "high"
"1700" 17137 17136 "successor" 63501 85 67 84 67 1.666666667 1.934498451 0.798760134 1.832508913 "Noun" 85 1 3.226332593 3 41.38 9 0 1 "low"
"1703" 17165 17164 "suit" 63621 3499 1942 3188 1762 68.60784314 3.544068044 23.15212208 3.288472801 "Noun" 2789 0.798454051 4.835902186 1 13.33 4 5 1 "high"
"1704" 17168 17167 "suite" 63627 849 442 743 409 16.64705882 2.929418926 5.269432523 2.646403726 "Noun" 826 0.972909305 4.221253068 1 26.25 5 4 1 "high"
"1705" 17185 17184 "sum" 63673 523 358 419 339 10.25490196 2.719331287 4.268001907 2.555094449 "Noun" 452 0.879377432 4.011165429 1 5.5 3 9 1 "high"
"1717" 17308 17307 "swamp" 64222 458 204 363 159 8.980392157 2.661812686 2.43204578 2.311753861 "Noun" 417 0.914473684 3.953646828 1 21.75 5 2 1 "high"
"1729" 17442 17441 "tag" 64743 708 481 544 418 13.88235294 2.850646235 5.734382451 2.683047038 "Noun" 372 0.525423729 4.142480377 1 9.5 3 18 1 "high"
"1732" 17468 17467 "talisman" 64832 74 27 73 27 1.450980392 1.875061263 0.321888412 1.447158031 "Noun" 74 1 3.166895406 3 42 8 0 1 "low"
"1737" 17508 17507 "tape" 64990 3511 1484 3394 1440 68.84313725 3.545554507 17.69194087 3.171726454 "Noun" 3221 0.918448817 4.837388649 1 18 4 10 1 "high"
"1741" 17540 17539 "taste" 65093 2617 1825 2488 1770 51.31372549 3.417969642 21.75727229 3.261500773 "Noun" 1732 0.661068702 4.709803784 1 37.75 5 6 1 "high"
"1743" 17564 17563 "tea" 65193 2990 1407 2668 1322 58.62745098 3.475816413 16.7739628 3.148602655 "Noun" 2989 0.999665552 4.767650555 1 4.5 3 7 1 "high"
"1744" 17572 17571 "team" 65216 7528 2623 6765 2473 147.6078431 3.876737297 31.27086314 3.418963831 "Noun" 7263 0.967497003 5.168571439 1 31.67 4 9 1 "high"
"1749" 17608 17607 "teeth" 65331 2440 1626 2353 1598 47.84313725 3.387567779 19.38483548 3.211387553 "Noun" 2433 0.997949139 4.679401922 1 29.5 5 1 1 "high"
"1757" 17688 17687 "terminal" 65606 390 249 330 211 7.647058824 2.592176757 2.968526466 2.397940009 "Noun" 253 0.648717949 3.8840109 3 66.14 8 0 1 "high"
"1759" 17707 17706 "testament" 65692 120 100 63 56 2.352941176 2.08278537 1.192179304 2.004321374 "Noun" 120 1 3.374619512 3 72.13 9 0 1 "low"
"1761" 17733 17732 "thanks" 65788 31789 7149 7764 4235 623.3137255 4.502290528 85.22889843 3.854306042 "Noun" 31251 0.984376477 5.79412467 1 47.8 6 2 1 "high"
"1764" 17740 17739 "theft" 65826 344 291 317 275 6.745098039 2.537819095 3.469241774 2.465382851 "Noun" 343 1 3.829653237 1 18 5 0 1 "high"
"1765" 17742 17741 "theme" 65836 710 449 657 418 13.92156863 2.851869601 5.352885074 2.653212514 "Noun" 708 0.997183099 4.143703743 1 19.5 5 3 1 "high"
"1770" 17778 17777 "thing" 65978 55522 8058 55245 8057 1088.666667 4.744472924 96.0658083 3.906281156 "Noun" 55460 0.999603475 6.036307066 1 44.75 5 5 1 "high"
"1774" 17812 17811 "throat" 66136 1837 1239 1668 1182 36.01960784 3.264345507 14.77110157 3.093421685 "Noun" 1833 1 4.556179649 1 27.4 6 1 1 "high"
"1780" 17855 17854 "tide" 66311 375 279 359 270 7.352941176 2.575187845 3.326180258 2.447158031 "Noun" 376 1 3.867021987 1 18 4 12 1 "high"
"1782" 17882 17881 "time" 66411 99890 8308 96603 8303 1958.627451 4.999526361 99.04625656 3.919548759 "Noun" 98420 0.986162463 6.291360503 1 15.67 4 9 1 "high"
"1783" 17889 17888 "timetable" 66431 82 68 80 66 1.607843137 1.919078092 0.810681927 1.838849091 "Noun" 82 1 3.210912235 3 44.38 9 0 1 "low"
"1785" 17910 17909 "tip" 66493 1409 1031 1326 995 27.62745098 3.149219113 12.29136862 3.013679697 "Noun" 1048 0.744847193 4.441053255 1 7.5 3 15 1 "high"
"1787" 17937 17936 "toast" 66594 1707 1104 1614 1063 33.47058824 3.232487866 13.16165951 3.043362278 "Noun" 1420 0.834312573 4.524322008 1 34.25 5 3 1 "high"
"1791" 17985 17984 "ton" 66747 382 320 334 306 7.490196078 2.583198774 3.814973772 2.506505032 "Noun" 380 1 3.875032916 1 8.5 3 18 1 "high"
"1792" 17987 17986 "tone" 66751 860 640 781 604 16.8627451 2.935003151 7.629947544 2.80685803 "Noun" 727 0.845348837 4.226837294 1 29.67 4 15 1 "high"
"1793" 17991 17990 "tongue" 66762 1589 1117 1524 1093 31.15686275 3.201397124 13.31664282 3.048441804 "Noun" 1565 0.990506329 4.493231266 1 32 6 0 1 "high"
"1796" 18014 18013 "top" 66835 6805 3606 6080 3440 133.4313725 3.832891945 42.98998569 3.557146142 "Noun" 3655 0.537420968 5.124726087 1 9.5 3 19 1 "high"
"1799" 18075 18074 "tournament" 67044 464 157 409 140 9.098039216 2.667452953 1.871721507 2.198657087 "Noun" 469 1 3.959287095 3 44.67 10 0 1 "high"
"1800" 18084 18083 "tow" 67064 295 196 273 183 5.784313725 2.471291711 2.336671435 2.294466226 "Noun" 175 0.593220339 3.763125853 1 10.5 3 19 1 "high"
"1801" 18089 18088 "town" 67084 12644 4116 12250 4047 247.9215686 4.101918834 49.07010014 3.614580867 "Noun" 12608 0.997468354 5.393752976 1 19 4 5 1 "high"
"1802" 18101 18100 "toy" 67113 859 562 774 536 16.84313725 2.934498451 6.700047687 2.750508395 "Noun" 793 0.919953596 4.226332593 1 7.5 3 15 1 "high"
"1803" 18104 18103 "trace" 67128 989 699 860 646 19.39215686 2.995635195 8.333333333 2.84509804 "Noun" 518 0.524291498 4.287469337 1 47.25 5 7 1 "high"
"1804" 18109 18108 "track" 67143 2843 1772 2720 1710 55.74509804 3.453929592 21.12541726 3.248708736 "Noun" 2068 0.729968232 4.745763734 1 50.25 5 6 1 "high"
"1815" 18194 18193 "treachery" 67527 96 72 85 67 1.882352941 1.986771734 0.858369099 1.86332286 "Noun" 97 1 3.278605876 3 63.13 9 0 1 "low"
"1817" 18212 18211 "tree" 67565 3315 1622 3093 1551 65 3.520614522 19.33714831 3.21031852 "Noun" 3270 0.986127865 4.812448664 1 11 4 4 1 "high"
"1820" 18238 18237 "tribe" 67659 325 192 321 191 6.37254902 2.5132176 2.288984263 2.285557309 "Noun" 326 1 3.805051742 1 31 5 4 1 "high"
"1821" 18251 18250 "trick" 67685 2411 1526 2215 1455 47.2745098 3.382377303 18.19265618 3.183839037 "Noun" 1919 0.796596098 4.674211446 1 45.25 5 7 1 "high"
"1824" 18301 18300 "troop" 67874 296 138 194 119 5.803921569 2.472756449 1.645207439 2.1430148 "Noun" 296 1 3.764590591 1 37.5 5 1 1 "high"
"1827" 18319 18318 "trout" 67929 205 112 148 94 4.019607843 2.31386722 1.33524082 2.053078443 "Noun" 198 0.965853659 3.605701363 1 36.25 5 0 1 "low"
"1832" 18354 18353 "tube" 68057 838 455 785 435 16.43137255 2.923761961 5.424415832 2.658964843 "Noun" 838 1 4.215596103 1 8.67 4 3 1 "high"
"1840" 18460 18459 "twist" 68396 643 464 553 418 12.60784314 2.808885867 5.531711969 2.667452953 "Noun" 328 0.510903427 4.10072001 1 21.5 5 0 1 "high"
"1841" 18469 18468 "type" 68434 3093 1917 2962 1865 60.64705882 3.490520309 22.85407725 3.282848603 "Noun" 2985 0.965706891 4.782354452 1 7 4 3 1 "high"
"1847" 18540 18539 "unicorn" 69499 126 37 99 33 2.470588235 2.103803721 0.441106342 1.579783597 "Noun" 125 0.992063492 3.395637863 3 32.67 7 0 1 "low"
"1851" 18605 18604 "urgency" 70513 73 66 73 66 1.431372549 1.86923172 0.78683834 1.826074803 "Noun" 73 1 3.161065862 3 21.83 7 0 1 "low"
"1876" 18827 18826 "view" 71300 1965 1412 1904 1376 38.52941176 3.293583513 16.83357177 3.150142162 "Noun" 1724 0.876461617 4.585417656 1 13.67 4 1 1 "high"
"1880" 18915 18914 "vitamin" 71519 136 101 117 87 2.666666667 2.136720567 1.204101097 2.008600172 "Noun" 136 1 3.428554709 3 27.33 7 0 1 "low"
"1882" 18933 18932 "voice" 71594 4394 2396 4207 2340 86.15686275 3.642958879 28.56461612 3.379668034 "Noun" 4246 0.966757741 4.934793022 1 21 5 0 1 "high"
"1885" 18962 18961 "vow" 71694 276 200 267 195 5.411764706 2.442479769 2.384358608 2.303196057 "Noun" 205 0.742753623 3.734313911 1 6.5 3 11 1 "high"
"1888" 18998 18997 "waist" 71826 262 220 254 216 5.137254902 2.419955748 2.622794468 2.344392274 "Noun" 261 1 3.711789891 1 35.5 5 2 1 "high"
"1889" 19014 19013 "wall" 71883 3605 2105 3219 1953 70.68627451 3.557025722 25.09537434 3.323458367 "Noun" 3383 0.939200444 4.848859865 1 38.33 4 12 1 "high"
"1893" 19044 19043 "war" 71974 8912 2546 7448 2218 174.745098 3.950023907 30.35288507 3.406028945 "Noun" 8905 0.999663224 5.241858049 1 8.5 3 15 1 "high"
"1894" 19048 19047 "ward" 71982 727 401 432 318 14.25490196 2.862131379 4.780639008 2.604226053 "Noun" 438 0.604137931 4.153965521 1 36.33 4 15 1 "high"
"1900" 19128 19127 "wave" 72211 1084 680 932 592 21.25490196 3.035429738 8.106819266 2.833147112 "Noun" 824 0.76155268 4.32726388 1 21.67 4 14 1 "high"
"1902" 19132 19131 "way" 72241 72661 8222 71259 8206 1424.72549 4.861307348 98.02098236 3.91503029 "Noun" 71592 0.986237963 6.15314149 1 10 3 20 1 "high"
"1904" 19148 19147 "weatherman" 72314 107 42 71 32 2.098039216 2.033423755 0.500715308 1.633468456 "Noun" 94 0.878504673 3.325257898 3 30.56 10 0 1 "low"
"1905" 19152 19151 "web" 72326 470 288 324 195 9.215686275 2.673020907 3.433476395 2.460897843 "Noun" 470 1 3.964855049 1 3 3 4 1 "high"
"1907" 19164 19163 "week" 72367 12164 5024 12051 5001 238.5098039 4.085112113 59.89508822 3.701136066 "Noun" 12155 1 5.376946255 1 24 4 7 1 "high"
"1909" 19195 19194 "west" 72506 3088 1571 1122 762 60.54901961 3.489817908 18.72913686 3.196452542 "Noun" 2685 0.873170732 4.78165205 1 23.33 4 14 1 "high"
"1917" 19310 19309 "wind" 73064 3028 1818 2731 1702 59.37254902 3.481299273 21.67381974 3.259832699 "Noun" 2336 0.772742309 4.773133415 1 32 4 12 1 "high"
"1918" 19325 19324 "wine" 73114 3078 1518 2905 1470 60.35294118 3.488409689 18.09728183 3.181557774 "Noun" 3073 1 4.780243831 1 35 4 21 1 "high"
"1919" 19329 19328 "wing" 73127 1032 581 714 507 20.23529412 3.014100322 6.926561755 2.764922985 "Noun" 928 0.900096993 4.305934464 1 33.67 4 11 1 "high"
"1925" 19400 19399 "wood" 73401 1377 754 1054 664 27 3.139249218 8.98903195 2.877946952 "Noun" 1079 0.791055718 4.43108336 1 26.67 4 8 1 "high"
"1927" 19424 19423 "word" 73480 12013 5147 11452 5030 235.5490196 4.079687628 61.36146876 3.711638538 "Noun" 11955 0.995503372 5.37152177 1 23 4 10 1 "high"
"1928" 19449 19448 "world" 73538 23216 6194 21342 6027 455.2156863 4.365806101 73.84358608 3.792041311 "Noun" 23151 0.999740899 5.657640244 1 24.75 5 1 1 "high"
"1936" 19518 19517 "yard" 73843 1278 776 1093 714 25.05882353 3.106870544 9.251311397 2.890421019 "Noun" 1280 0.998439938 4.398704687 1 27.67 4 7 1 "high"
"1938" 19529 19528 "year" 73890 14174 4981 13091 4891 277.9215686 4.151523068 59.38245112 3.697403723 "Noun" 14154 1 5.44335721 1 29.33 4 11 1 "high"
"1940" 19615 19614 "zone" 74245 1026 622 856 543 20.11764706 3.011570444 7.415355269 2.794488047 "Noun" 1023 1 4.303404586 1 21 4 8 1 "high"
"1941" 19618 19617 "zoo" 74251 696 386 584 347 13.64705882 2.843232778 4.601812113 2.587710965 "Noun" 695 0.998563218 4.13506692 1 4.5 3 7 1 "high"
