num,X,Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Zipfvalue,cmu_sylls
1360,4377,backwaters,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,3
1370,4417,badminton,19,15,14,13,0.37254902,1.301029996,0.178826896,1.204119983,Noun,19,1,Noun,19,2.592864138,3
1373,4423,baedeker,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,2,1,Noun,2,1.592864138,3
1382,4450,bagpiper,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1388,4464,baile,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1393,4474,bailiwick,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,3
1397,4488,bakeries,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,3
1402,4507,balancer,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,3
1405,4514,balconies,23,19,20,18,0.450980392,1.380211242,0.226514068,1.301029996,Noun,23,1,Noun,23,2.672045384,3
1406,4515,balcony,373,267,369,264,7.31372549,2.572871602,3.183118741,2.428134794,Noun,374,1,Noun,374,3.864705744,3
1411,4534,bales,9,7,9,7,0.176470588,1,0.083452551,0.903089987,Noun,9,1,Noun,9,2.291834142,1
1412,4544,balks,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1430,4577,balloonist,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
1431,4581,balloting,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
1434,4585,ballplayer,32,22,31,21,0.62745098,1.51851394,0.262279447,1.361727836,Noun,32,1,Noun,32,2.810348082,3
1438,4596,ballyhoo,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,3
1439,4598,balms,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1446,4614,bambinos,5,3,5,3,0.098039216,0.77815125,0.035765379,0.602059991,Noun,5,1,Noun,5,2.069985393,3
1453,4627,bananas,278,176,229,153,5.450980392,2.445604203,2.098235575,2.247973266,Noun,276,1,Noun,276,3.737438345,3
1454,4634,bandages,168,131,158,127,3.294117647,2.227886705,1.561754888,2.120573931,Noun,168,1,Noun,168,3.519720847,3
1455,4636,bandana,12,11,12,11,0.235294118,1.113943352,0.131139723,1.079181246,Noun,12,1,Noun,12,2.405777494,3
1456,4637,bandanas,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1461,4647,bandicoot,4,2,0,0,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,3
1465,4654,banditry,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1466,4656,bandleader,17,10,17,10,0.333333333,1.255272505,0.11921793,1.041392685,Noun,17,1,Noun,17,2.547106647,3
1471,4664,bandolier,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1472,4665,bandoliers,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1473,4670,bandwagon,24,23,21,20,0.470588235,1.397940009,0.27420124,1.380211242,Noun,24,1,Noun,24,2.689774151,3
1480,4695,banishment,10,9,7,7,0.196078431,1.041392685,0.107296137,1,Noun,10,1,Noun,10,2.333226827,3
1489,4718,bankruptcy,121,83,104,79,2.37254902,2.086359831,0.989508822,1.924279286,Noun,120,1,Noun,120,3.378193973,3
1497,4741,bans,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1502,4761,baptism,61,36,55,31,1.196078431,1.792391689,0.429184549,1.568201724,Noun,61,1,Noun,61,3.084225832,3
1503,4763,baptisms,9,6,7,4,0.176470588,1,0.071530758,0.84509804,Noun,9,1,Noun,9,2.291834142,3
1510,4796,barbeques,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1516,4814,barbs,12,12,12,12,0.235294118,1.113943352,0.143061516,1.113943352,Noun,12,1,Noun,12,2.405777494,1
1521,4845,bargainer,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1526,4864,baritone,21,17,21,17,0.411764706,1.342422681,0.202670482,1.255272505,Noun,21,1,Noun,21,2.634256823,3
1527,4865,baritones,3,3,2,2,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
1528,4866,barium,23,12,18,9,0.450980392,1.380211242,0.143061516,1.113943352,Noun,23,1,Noun,23,2.672045384,3
1534,4886,barnacle,32,14,10,8,0.62745098,1.51851394,0.166905103,1.176091259,Noun,32,1,Noun,32,2.810348082,3
1535,4887,barnacles,17,16,14,14,0.333333333,1.255272505,0.190748689,1.230448921,Noun,17,1,Noun,17,2.547106647,3
1536,4891,barns,21,21,20,20,0.411764706,1.342422681,0.250357654,1.342422681,Noun,21,1,Noun,21,2.634256823,1
1539,4905,baronet,11,5,8,5,0.215686275,1.079181246,0.059608965,0.77815125,Noun,11,1,Noun,11,2.371015388,3
1540,4906,baronets,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1547,4921,barrages,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1555,4946,barrier,173,117,155,108,3.392156863,2.240549248,1.394849785,2.071882007,Noun,172,1,Noun,172,3.53238339,3
1556,4947,barriers,47,43,47,43,0.921568627,1.681241237,0.512637101,1.643452676,Noun,47,1,Noun,47,2.97307538,3
1557,4952,barrister,41,24,34,21,0.803921569,1.62324929,0.286123033,1.397940009,Noun,41,1,Noun,41,2.915083433,3
1558,4953,barristers,5,5,4,4,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,3
1578,5030,basques,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1601,5088,baths,161,121,153,117,3.156862745,2.209515015,1.442536958,2.086359831,Noun,161,1,Noun,161,3.501349157,1
1607,5102,batt,4,2,1,1,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,1
1608,5103,battalion,298,140,181,94,5.843137255,2.475671188,1.669051025,2.149219113,Noun,298,1,Noun,298,3.76750533,3
1609,5104,battalions,27,20,20,14,0.529411765,1.447158031,0.238435861,1.322219295,Noun,27,1,Noun,27,2.738992173,3
1610,5110,batteries,405,261,366,246,7.941176471,2.608526034,3.111587983,2.418301291,Noun,405,1,Noun,405,3.900360176,3
1612,5124,battlement,8,6,8,6,0.156862745,0.954242509,0.071530758,0.84509804,Noun,8,1,Noun,8,2.246076652,3
1615,5128,battleship,87,64,70,56,1.705882353,1.944482672,0.762994754,1.812913357,Noun,87,1,Noun,87,3.236316814,3
1619,5139,baud,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1622,5143,bawd,8,3,8,3,0.156862745,0.954242509,0.035765379,0.602059991,Noun,8,1,Noun,8,2.246076652,1
1627,5161,bayonets,37,29,34,27,0.725490196,1.579783597,0.345731998,1.477121255,Noun,37,1,Noun,37,2.871617739,3
1630,5171,bazookas,13,11,10,8,0.254901961,1.146128036,0.131139723,1.079181246,Noun,13,1,Noun,13,2.437962178,3
1636,5198,beads,180,106,167,100,3.529411765,2.257678575,1.263710062,2.029383778,Noun,180,1,Noun,180,3.549512717,1
1639,5204,beak,107,88,100,85,2.098039216,2.033423755,1.049117787,1.949390007,Noun,108,1,Noun,108,3.325257898,1
1649,5243,beards,39,34,33,30,0.764705882,1.602059991,0.405340963,1.544068044,Noun,39,1,Noun,39,2.893894133,1
1655,5257,beast,1252,552,899,503,24.54901961,3.097951071,6.580829757,2.742725131,Noun,1241,1,Noun,1241,4.389785213,1
1656,5264,beasts,190,151,178,142,3.725490196,2.281033367,1.800190749,2.181843588,Noun,191,1,Noun,191,3.572867509,1
1665,5290,beautician,11,10,8,7,0.215686275,1.079181246,0.11921793,1.041392685,Noun,11,1,Noun,11,2.371015388,3
1669,5333,bedchamber,12,10,11,9,0.235294118,1.113943352,0.11921793,1.041392685,Noun,12,1,Noun,12,2.405777494,3
1672,5342,bedfellow,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,3
1675,5350,bedouins,7,5,0,0,0.137254902,0.903089987,0.059608965,0.77815125,Noun,7,1,Noun,7,2.194924129,3
1679,5356,bedridden,17,17,13,13,0.333333333,1.255272505,0.202670482,1.255272505,Noun,17,1,Noun,17,2.547106647,3
1700,5398,beekeeper,9,8,8,7,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,3
1701,5400,beekeeping,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1704,5413,beers,548,382,475,372,10.74509804,2.739572344,4.55412494,2.583198774,Noun,548,1,Noun,548,4.031406487,1
1706,5417,beet,14,13,13,12,0.274509804,1.176091259,0.154983309,1.146128036,Noun,14,1,Noun,14,2.467925401,1
1710,5423,beets,52,28,44,22,1.019607843,1.72427587,0.333810205,1.462397998,Noun,52,1,Noun,52,3.016110012,1
1715,5460,beginner,99,82,76,65,1.941176471,2,0.977587029,1.919078092,Noun,98,1,Noun,98,3.291834142,3
1716,5461,beginners,37,32,24,23,0.725490196,1.579783597,0.381497377,1.51851394,Noun,38,1,Noun,38,2.871617739,3
1717,5463,beginnings,65,60,62,57,1.274509804,1.819543936,0.715307582,1.785329835,Noun,65,1,Noun,65,3.111378078,3
1718,5468,begonia,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
1719,5469,begonias,11,11,11,11,0.215686275,1.079181246,0.131139723,1.079181246,Noun,11,1,Noun,11,2.371015388,3
1721,5495,behaviors,21,18,21,18,0.411764706,1.342422681,0.214592275,1.278753601,Noun,20,1,Noun,20,2.634256823,3
1722,5496,behaviour,275,213,271,211,5.392156863,2.440909082,2.539341917,2.330413773,Noun,275,1,Noun,275,3.732743224,3
1723,5500,behaviours,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,3
1725,5505,behemoth,10,9,10,9,0.196078431,1.041392685,0.107296137,1,Noun,10,1,Noun,10,2.333226827,3
1726,5506,behemoths,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,3
1729,5513,beholder,15,15,15,15,0.294117647,1.204119983,0.178826896,1.204119983,Noun,15,1,Noun,15,2.495954125,3
1734,5533,belabor,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
1741,5565,believer,174,139,168,136,3.411764706,2.243038049,1.657129232,2.146128036,Noun,174,1,Noun,174,3.534872191,3
1742,5566,believers,44,40,43,40,0.862745098,1.653212514,0.476871722,1.612783857,Noun,44,1,Noun,44,2.945046656,3
1748,5611,bellyache,15,14,15,14,0.294117647,1.204119983,0.166905103,1.176091259,Noun,15,1,Noun,15,2.495954125,3
1752,5622,belongings,154,135,153,135,3.019607843,2.190331698,1.60944206,2.133538908,Noun,154,1,Noun,154,3.48216584,3
1756,5646,bemusement,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1757,5649,bench,493,342,474,330,9.666666667,2.693726949,4.077253219,2.53529412,Noun,493,1,Noun,493,3.985561091,1
1763,5689,benefits,379,282,359,276,7.431372549,2.579783597,3.361945637,2.451786436,Noun,379,1,Noun,379,3.871617739,3
1775,5746,bere,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1778,5762,bergs,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1781,5771,berliner,2,2,0,0,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1782,5772,berliners,3,3,0,0,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
1783,5775,berms,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1785,5792,berths,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,1
1793,5841,bestseller,35,29,35,29,0.68627451,1.556302501,0.345731998,1.477121255,Noun,35,1,Noun,35,2.848136643,3
1798,5865,betrayal,216,191,201,178,4.235294118,2.336459734,2.27706247,2.283301229,Noun,217,1,Noun,217,3.628293876,3
1799,5866,betrayals,9,8,8,7,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,3
1805,5881,betterment,13,11,13,11,0.254901961,1.146128036,0.131139723,1.079181246,Noun,13,1,Noun,13,2.437962178,3
1810,5897,beverage,119,99,112,92,2.333333333,2.079181246,1.180257511,2,Noun,119,1,Noun,119,3.371015388,3
1811,5898,beverages,61,52,49,47,1.196078431,1.792391689,0.619933238,1.72427587,Noun,61,1,Noun,61,3.084225832,3
1826,5942,biases,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1834,5974,bicuspids,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
1835,5976,bicycles,19,18,16,15,0.37254902,1.301029996,0.214592275,1.278753601,Noun,19,1,Noun,19,2.592864138,3
1842,5996,bier,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,1
1857,6044,bikes,145,91,140,89,2.843137255,2.164352856,1.084883166,1.963787827,Noun,145,1,Noun,145,3.456186998,1
1858,6046,bikini,188,133,160,120,3.68627451,2.276461804,1.585598474,2.127104798,Noun,187,1,Noun,187,3.568295946,3
1859,6047,bikinis,53,38,44,32,1.039215686,1.73239376,0.453028135,1.591064607,Noun,53,1,Noun,53,3.024227902,3
1878,6112,binaries,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1886,6139,bins,39,31,38,30,0.764705882,1.602059991,0.369575584,1.505149978,Noun,39,1,Noun,39,2.893894133,1
1895,6176,biomass,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1898,6191,biopsy,79,41,73,38,1.549019608,1.903089987,0.488793515,1.62324929,Noun,79,1,Noun,79,3.194924129,3
1902,6196,biosphere,5,4,4,3,0.098039216,0.77815125,0.047687172,0.698970004,Noun,4,1,Noun,4,2.069985393,3
1917,6242,birth,1405,948,1344,907,27.54901961,3.147985321,11.3018598,2.977266212,Noun,1405,1,Noun,1405,4.439819463,1
1922,6252,births,29,29,29,29,0.568627451,1.477121255,0.345731998,1.477121255,Noun,29,1,Noun,29,2.768955397,1
1928,6271,bisque,20,15,20,15,0.392156863,1.322219295,0.178826896,1.204119983,Noun,20,1,Noun,20,2.614053437,1
1932,6282,bitchiness,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
1939,6301,bitterness,72,68,71,67,1.411764706,1.86332286,0.810681927,1.838849091,Noun,72,1,Noun,72,3.155157002,3
1941,6306,bitumen,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
1943,6313,biz,95,78,86,74,1.862745098,1.982271233,0.929899857,1.897627091,Noun,94,1,Noun,94,3.274105375,1
1947,6333,blackberry,38,27,21,14,0.745098039,1.591064607,0.321888412,1.447158031,Noun,38,1,Noun,38,2.882898749,3
1967,6407,blan,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
1974,6452,blasphemy,75,63,54,51,1.470588235,1.880813592,0.751072961,1.806179974,Noun,74,1,Noun,74,3.172647734,3
1985,6505,blemishes,12,10,12,10,0.235294118,1.113943352,0.11921793,1.041392685,Noun,10,1,Noun,10,2.405777494,3
2007,6603,blob,60,45,44,40,1.176470588,1.785329835,0.536480687,1.662757832,Noun,60,1,Noun,60,3.077163977,1
2008,6605,blobs,15,12,15,12,0.294117647,1.204119983,0.143061516,1.113943352,Noun,16,1,Noun,16,2.495954125,1
2010,6613,blockages,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
2013,6628,blocs,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,1
2014,6629,blog,33,25,32,25,0.647058824,1.531478917,0.298044826,1.414973348,Noun,33,1,Noun,33,2.823313059,1
2015,6632,blogs,7,4,7,4,0.137254902,0.903089987,0.047687172,0.698970004,Noun,7,1,Noun,7,2.194924129,1
2016,6633,bloke,238,135,227,128,4.666666667,2.378397901,1.60944206,2.133538908,Noun,239,1,Noun,239,3.670232043,1
2017,6634,blokes,73,45,70,44,1.431372549,1.86923172,0.536480687,1.662757832,Noun,73,1,Noun,73,3.161065862,1
2019,6639,blondes,79,67,70,60,1.549019608,1.903089987,0.798760134,1.832508913,Noun,79,1,Noun,79,3.194924129,1
2021,6643,blonds,35,25,30,21,0.68627451,1.556302501,0.298044826,1.414973348,Noun,35,1,Noun,35,2.848136643,1
2024,6665,bloods,44,40,27,24,0.862745098,1.653212514,0.476871722,1.612783857,Noun,41,1,Noun,41,2.945046656,1
2036,6707,blouse,272,187,254,187,5.333333333,2.436162647,2.229375298,2.274157849,Noun,272,1,Noun,272,3.727996789,1
2056,6765,bluebonnet,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
2076,6819,blurb,13,5,13,5,0.254901961,1.146128036,0.059608965,0.77815125,Noun,13,1,Noun,13,2.437962178,1
2077,6820,blurbs,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,1
2080,6846,boar,111,60,93,55,2.176470588,2.049218023,0.715307582,1.785329835,Noun,111,1,Noun,111,3.341052165,1
2108,6917,boche,9,6,6,3,0.176470588,1,0.071530758,0.84509804,Noun,9,1,Noun,9,2.291834142,1
2117,6948,bodyguards,124,77,115,76,2.431372549,2.096910013,0.917978064,1.892094603,Noun,124,1,Noun,124,3.388744155,3
2119,6955,boer,5,3,0,0,0.098039216,0.77815125,0.035765379,0.602059991,Noun,5,1,Noun,5,2.069985393,1
2120,6956,boers,4,2,0,0,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,1
2122,6959,bog,49,33,30,24,0.960784314,1.698970004,0.39341917,1.531478917,Noun,49,1,Noun,49,2.990804146,1
2123,6962,bogeyman,44,29,41,28,0.862745098,1.653212514,0.345731998,1.477121255,Noun,44,1,Noun,44,2.945046656,3
2124,6963,bogeymen,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,3
2135,7017,bolero,6,5,2,2,0.117647059,0.84509804,0.059608965,0.77815125,Noun,6,1,Noun,6,2.136932182,3
2141,7039,bolsheviks,11,8,0,0,0.215686275,1.079181246,0.095374344,0.954242509,Noun,11,1,Noun,11,2.371015388,3
2145,7052,bom,74,12,53,10,1.450980392,1.875061263,0.143061516,1.113943352,Noun,73,1,Noun,73,3.166895406,1
2147,7057,bombardier,35,12,22,11,0.68627451,1.556302501,0.143061516,1.113943352,Noun,35,1,Noun,35,2.848136643,3
2163,7115,bonfire,89,59,87,58,1.745098039,1.954242509,0.703385789,1.77815125,Noun,89,1,Noun,89,3.246076652,3
2164,7116,bonfires,10,9,9,8,0.196078431,1.041392685,0.107296137,1,Noun,10,1,Noun,10,2.333226827,3
2172,7149,bonuses,36,31,34,29,0.705882353,1.568201724,0.369575584,1.505149978,Noun,36,1,Noun,36,2.860035866,3
2182,7180,bookcases,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
2187,7192,bookkeeper,65,40,58,38,1.274509804,1.819543936,0.476871722,1.612783857,Noun,65,1,Noun,65,3.111378078,3
2190,7199,bookmakers,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
2194,7206,bookmobile,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
2195,7208,bookseller,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,3
2200,7220,boolean,4,3,0,0,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
2202,7229,booms,11,10,10,9,0.215686275,1.079181246,0.11921793,1.041392685,Noun,11,1,Noun,11,2.371015388,1
2206,7240,boor,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,1
2207,7243,boors,6,6,5,5,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,1
2213,7257,booths,57,46,55,45,1.117647059,1.763427994,0.54840248,1.672097858,Noun,57,1,Noun,57,3.055262136,1
2231,7309,borderline,81,75,73,70,1.588235294,1.913813852,0.894134478,1.880813592,Noun,81,1,Noun,81,3.205647995,3
2241,7337,borrower,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
2242,7338,borrowers,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
2243,7340,borrowings,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,3
2244,7343,borsch,4,3,2,2,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,1
2249,7374,botanist,14,13,14,13,0.274509804,1.176091259,0.154983309,1.146128036,Noun,14,1,Noun,14,2.467925401,3
2250,7375,botanists,6,5,5,4,0.117647059,0.84509804,0.059608965,0.77815125,Noun,6,1,Noun,6,2.136932182,3
2251,7376,botany,20,19,17,16,0.392156863,1.322219295,0.226514068,1.301029996,Noun,20,1,Noun,20,2.614053437,3
2255,7398,bottleneck,26,15,12,12,0.509803922,1.431363764,0.178826896,1.204119983,Noun,26,1,Noun,26,2.723197906,3
2266,7422,bough,15,11,8,8,0.294117647,1.204119983,0.131139723,1.079181246,Noun,15,1,Noun,15,2.495954125,1
2267,7423,boughs,18,16,18,16,0.352941176,1.278753601,0.190748689,1.230448921,Noun,18,1,Noun,18,2.570587743,1
2269,7427,bouillon,7,5,7,5,0.137254902,0.903089987,0.059608965,0.77815125,Noun,7,1,Noun,7,2.194924129,3
2270,7434,boulevards,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Noun,7,1,Noun,7,2.246076652,3
2272,7443,bounciness,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
2273,7448,boundary,69,59,66,56,1.352941176,1.84509804,0.703385789,1.77815125,Noun,69,1,Noun,69,3.136932182,3
2281,7468,bourn,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,1
2282,7471,bout,974,596,930,575,19.09803922,2.989004616,7.10538865,2.775974331,Noun,967,1,Noun,967,4.280838758,1
2285,7477,bouts,26,24,25,23,0.509803922,1.431363764,0.286123033,1.397940009,Noun,26,1,Noun,26,2.723197906,1
2286,7479,bove,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
2310,7552,bra,557,323,534,315,10.92156863,2.746634199,3.850739151,2.51054501,Noun,558,1,Noun,558,4.038468341,1
2315,7560,bracero,10,1,10,1,0.196078431,1.041392685,0.011921793,0.301029996,Noun,10,1,Noun,10,2.333226827,3
2318,7564,brach,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,1,1,Noun,1,1.768955397,1
2334,7636,bran,67,47,45,38,1.31372549,1.832508913,0.560324273,1.681241237,Noun,67,1,Noun,67,3.124343055,1
2337,7656,brank,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
2338,7661,bras,82,69,77,65,1.607843137,1.919078092,0.82260372,1.84509804,Noun,82,1,Noun,82,3.210912235,1
2340,7670,brasserie,5,4,1,1,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,3
2344,7678,brat,317,228,299,219,6.215686275,2.50242712,2.718168813,2.359835482,Noun,317,1,Noun,317,3.794261262,1
2345,7679,brats,75,72,71,69,1.470588235,1.880813592,0.858369099,1.86332286,Noun,75,1,Noun,75,3.172647734,1
2346,7684,bravado,24,24,22,22,0.470588235,1.397940009,0.286123033,1.397940009,Noun,24,1,Noun,24,2.689774151,3
2349,7691,bravery,147,118,135,111,2.882352941,2.170261715,1.406771578,2.075546961,Noun,147,1,Noun,147,3.462095858,3
2354,7704,brawls,9,8,9,8,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,1
2357,7719,brazilians,12,11,1,1,0.235294118,1.113943352,0.131139723,1.079181246,Noun,12,1,Noun,12,2.405777494,3
2363,7736,breads,7,7,6,6,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,1
2364,7738,breadth,22,21,21,20,0.431372549,1.361727836,0.250357654,1.342422681,Noun,22,1,Noun,22,2.653561978,1
2378,7776,breasts,634,409,611,402,12.43137255,2.802773725,4.876013352,2.612783857,Noun,634,1,Noun,634,4.094607867,1
2381,7794,breaths,158,132,156,130,3.098039216,2.201397124,1.573676681,2.123851641,Noun,159,1,Noun,159,3.493231266,1
2388,7830,brevity,11,8,8,7,0.215686275,1.079181246,0.095374344,0.954242509,Noun,11,1,Noun,11,2.371015388,3
2389,7834,breweries,7,3,1,1,0.137254902,0.903089987,0.035765379,0.602059991,Noun,7,1,Noun,7,2.194924129,3
2391,7836,brewery,92,35,79,32,1.803921569,1.968482949,0.417262756,1.556302501,Noun,92,1,Noun,92,3.260317091,3
2395,7850,bribery,69,53,57,45,1.352941176,1.84509804,0.631855031,1.73239376,Noun,69,1,Noun,69,3.136932182,3
2397,7859,bricklayer,10,7,10,7,0.196078431,1.041392685,0.083452551,0.903089987,Noun,10,1,Noun,10,2.333226827,3
2398,7863,bricks,200,149,190,145,3.921568627,2.303196057,1.776347163,2.176091259,Noun,200,1,Noun,200,3.5950302,1
2403,7870,brides,47,40,39,32,0.921568627,1.681241237,0.476871722,1.612783857,Noun,51,1,Noun,51,2.97307538,1
2408,7891,briefcases,15,11,15,11,0.294117647,1.204119983,0.131139723,1.079181246,Noun,15,1,Noun,15,2.495954125,3
2411,7900,brig,155,60,88,57,3.039215686,2.193124598,0.715307582,1.785329835,Noun,155,1,Noun,155,3.48495874,1
2414,7904,brigadier,52,27,21,10,1.019607843,1.72427587,0.321888412,1.447158031,Noun,52,1,Noun,52,3.016110012,3
