numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f
9706	9705	lap	36333	687	519	647	496	13.4706	2.8376	6.1874	2.716	Noun	666	0.97085	4.1294	1	10	3	20	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_9706_lap_high1	3200	11200
19487	19486	wrist	73695	527	370	515	363	10.3333	2.7226	4.4111	2.5694	Noun	526	1	4.0145	1	35.75	5	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_19487_wrist_high1	3300	11300
3031	3030	charity	10705	841	538	787	522	16.4902	2.9253	6.4139	2.7316	Noun	840	1	4.2171	3	77.5	7	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_3031_charity_high3	3250	11250
12660	12659	patch	46630	888	521	586	431	17.4118	2.9489	6.2113	2.7177	Noun	593	0.66779	4.2407	1	46.5	5	7	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_12660_patch_high1	3400	11400
7716	7715	groove	28515	212	139	188	126	4.1569	2.3284	1.6571	2.1461	Noun	212	1	3.6202	1	41.6	6	1	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_7716_groove_low1	3500	11500
15623	15622	seminar	57763	217	132	212	129	4.2549	2.3385	1.5737	2.1239	Noun	217	1	3.6303	3	38.83	7	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_15623_seminar_low3	3200	11200
17616	17615	telegram	65358	471	235	414	216	9.2353	2.6739	2.8016	2.3729	Noun	467	1	3.9658	3	27	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_17616_telegram_high3	3200	11200
5591	5590	ecstasy	20638	162	120	115	90	3.1765	2.2122	1.4306	2.0828	Noun	162	1	3.504	3	33.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_5591_ecstasy_low3	3300	11300
6374	6373	felony	23897	285	224	262	213	5.5882	2.4564	2.6705	2.3522	Noun	272	0.96797	3.7482	3	31.8	6	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_6374_felony_high3	3500	11500
15100	15099	ruse	55955	85	72	85	72	1.6667	1.9345	0.85837	1.8633	Noun	85	1	3.2263	1	20.67	4	9	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_15100_ruse_low1	3250	11250
4644	4643	defendant	16825	904	316	875	310	17.7255	2.9566	3.7673	2.5011	Noun	904	1	4.2485	3	71.88	9	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_4644_defendant_high3	3250	11250
218	217	aisle	1378	379	284	343	263	7.4314	2.5798	3.3858	2.4548	Noun	379	1	3.8716	1	17.5	5	0	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_218_aisle_high1	3500	11500
2693	2692	cardinal	9589	208	85	90	48	4.0784	2.3201	1.0134	1.9345	Noun	156	0.75	3.612	3	82.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_2693_cardinal_low3	3200	11200
14523	14522	rehearsal	53511	635	351	605	343	12.451	2.8035	4.1845	2.5465	Noun	632	0.99685	4.0953	3	56.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_14523_rehearsal_high3	3350	11350
7413	7412	glimpse	27490	171	162	171	162	3.3529	2.2355	1.9313	2.2122	Noun	162	0.94737	3.5274	1	30.83	7	0	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_7413_glimpse_low1	3450	11450
13435	13434	popsicle	49199	82	58	33	26	1.6078	1.9191	0.69146	1.7709	Noun	73	0.89024	3.2109	3	35.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_13435_popsicle_low3	3300	11300
592	591	appearance	2714	591	498	585	494	11.5882	2.7723	5.9371	2.6981	Noun	593	1	4.0642	3	46.33	10	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_592_appearance_high3	3200	11200
17970	17969	toll	66697	171	151	155	139	3.3529	2.2355	1.8002	2.1818	Noun	144	0.84211	3.5274	1	37	4	12	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_17970_toll_low1	3450	11450
14775	14774	revolver	54888	141	101	140	101	2.7647	2.1523	1.2041	2.0086	Noun	144	1	3.4441	3	82.43	8	2	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_14775_revolver_low3	3300	11300
2212	2211	brute	8187	162	133	142	119	3.1765	2.2122	1.5856	2.1271	Noun	162	1	3.504	1	29.25	5	0	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_2212_brute_low1	3300	11300
1840	1839	bone	7102	1329	855	1221	819	26.0588	3.1239	10.1931	2.9325	Noun	1288	0.97061	4.4157	1	30.33	4	15	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_1840_bone_high1	3400	11400
4285	4284	cub	15588	107	68	38	27	2.098	2.0334	0.81068	1.8388	Noun	104	0.97196	3.3253	1	6.5	3	13	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_4285_cub_low1	3400	11400
15941	15940	shrine	58867	151	93	121	88	2.9608	2.1818	1.1087	1.9731	Noun	151	1	3.4737	1	90	6	1	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_15941_shrine_low1	3200	11200
18129	18128	tradition	67176	697	524	676	513	13.6667	2.8439	6.247	2.7202	Noun	699	1	4.1357	3	112.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_18129_tradition_high3	3350	11350
10103	10102	lip	37436	548	434	517	418	10.7451	2.7396	5.1741	2.6385	Noun	538	0.98716	4.0314	1	7.5	3	15	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_10103_lip_high1	3450	11450
18725	18724	vein	70955	183	138	180	136	3.5882	2.2648	1.6452	2.143	Noun	184	1	3.5567	1	13	4	3	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_18725_vein_low1	3400	11400
18609	18608	urn	70533	99	46	88	43	1.9412	2	0.5484	1.6721	Noun	88	0.88889	3.2918	1	1	3	0	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_18609_urn_low1	3350	11350
17935	17934	toad	66587	290	130	176	112	5.6863	2.4639	1.5498	2.1173	Noun	182	0.62759	3.7557	1	22.67	4	5	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_17935_toad_high1	3450	11450
1620	1619	bitterness	6301	72	68	71	67	1.4118	1.8633	0.81068	1.8388	Noun	72	1	3.1552	3	51.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_1620_bitterness_low3	3400	11400
6495	6494	filmmaker	24263	104	62	100	59	2.0392	2.0212	0.73915	1.7993	Noun	101	0.97115	3.313	3	29	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_6495_filmmaker_low3	3200	11200
5839	5838	entity	21826	86	58	85	58	1.6863	1.9395	0.69146	1.7709	Noun	86	1	3.2314	3	43.2	6	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_5839_entity_low3	3350	11350
4808	4807	destroyer	17658	185	91	116	74	3.6275	2.2695	1.0849	1.9638	Noun	174	0.98305	3.5613	3	63	9	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_4808_destroyer_low3	3350	11350
9476	9475	kidnapping	35571	617	340	567	320	12.098	2.791	4.0534	2.5328	Noun	561	0.90924	4.0828	3	114.67	10	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_9476_kidnapping_high3	3500	11500
1286	1285	batch	5065	212	188	208	186	4.1569	2.3284	2.2413	2.2765	Noun	210	0.99057	3.6202	1	45	5	9	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_1286_batch_low1	3200	11200
16484	16483	spade	61046	118	57	55	38	2.3137	2.0755	0.67954	1.7634	Noun	92	0.78632	3.3674	1	28.5	5	5	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_16484_spade_low1	3450	11450
357	356	ambition	1846	273	233	257	221	5.3529	2.4378	2.7778	2.3692	Noun	273	1	3.7296	3	82.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_357_ambition_high3	3500	11500
4750	4749	deposit	17375	551	373	524	360	10.8039	2.7419	4.4468	2.5729	Noun	432	0.78403	4.0338	3	34.67	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_4750_deposit_high3	3350	11350
3386	3385	clot	12064	92	61	91	60	1.8039	1.9685	0.72723	1.7924	Noun	77	0.83696	3.2603	1	18	4	6	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_3386_clot_low1	3200	11200
13196	13195	plant	48489	1408	831	1338	795	27.6078	3.1489	9.907	2.9201	Noun	1036	0.73527	4.4407	1	43.5	5	5	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_13196_plant_high1	3300	11300
18822	18821	video	71276	2105	1088	1916	1045	41.2745	3.3235	12.9709	3.037	Noun	2033	0.9658	4.6153	3	23	5	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_18822_video_high3	3400	11400
1193	1192	barbecue	4787	456	272	408	256	8.9412	2.6599	3.2427	2.4362	Noun	366	0.80617	3.9518	3	40.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_1193_barbecue_high3	3300	11300
9059	9058	intention	33754	559	456	558	456	10.9608	2.7482	5.4363	2.6599	Noun	558	1	4.04	3	137.25	9	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_9059_intention_high3	3450	11450
11973	11972	oath	44041	504	308	485	297	9.8824	2.7033	3.6719	2.49	Noun	504	1	3.9951	1	14	4	6	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_11973_oath_high1	3300	11300
9619	9618	lack	36082	905	761	858	730	17.7451	2.9571	9.0725	2.882	Noun	702	0.77655	4.249	1	33.33	4	16	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_9619_lack_high1	3250	11250
15339	15338	scam	56758	313	225	308	224	6.1373	2.4969	2.6824	2.3541	Noun	277	0.88782	3.7888	1	8	4	8	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_15339_scam_high1	3350	11350
4128	4127	creation	15062	310	247	282	234	6.0784	2.4928	2.9447	2.3945	Noun	310	1	3.7846	3	118.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_4128_creation_high3	3350	11350
5879	5878	episode	21998	627	462	446	316	12.2941	2.798	5.5079	2.6656	Noun	624	1	4.0898	3	23.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_5879_episode_high3	3450	11450
10701	10700	mat	39422	178	139	166	135	3.4902	2.2529	1.6571	2.1461	Noun	174	0.98305	3.5447	1	11.5	3	22	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_10701_mat_low1	3350	11350
11199	11198	mockery	41191	94	76	92	75	1.8431	1.9777	0.90606	1.8865	Noun	94	1	3.2696	3	101.17	7	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_11199_mockery_low3	3450	11450
7801	7800	guild	28755	103	53	14	11	2.0196	2.017	0.63186	1.7324	Noun	100	0.97087	3.3089	1	24.5	5	3	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_7801_guild_low1	3500	11500
748	747	article	3264	998	553	953	531	19.5686	2.9996	6.5928	2.7435	Noun	995	1	4.2914	3	40.83	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_748_article_high3	3350	11350
2046	2045	brat	7678	317	228	299	219	6.2157	2.5024	2.7182	2.3598	Noun	317	1	3.7943	1	20	4	8	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_2046_brat_high1	3200	11200
13650	13649	pretender	50077	94	37	54	35	1.8431	1.9777	0.44111	1.5798	Noun	91	0.96809	3.2696	3	79.13	9	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_13650_pretender_low3	3500	11500
16560	16559	spice	61349	270	161	181	100	5.2941	2.433	1.9194	2.2095	Noun	233	0.86296	3.7248	1	31.5	5	7	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_16560_spice_high1	3300	11300
2952	2951	certainty	10416	154	126	152	125	3.0196	2.1903	1.5021	2.1038	Noun	155	1	3.4822	3	58	9	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_2952_certainty_low3	3450	11450
5616	5615	eel	20722	73	52	64	50	1.4314	1.8692	0.61993	1.7243	Noun	72	1	3.1611	1	1.5	3	1	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_5616_eel_low1	3350	11350
14258	14257	rank	52210	433	325	416	314	8.4902	2.6375	3.8746	2.5132	Noun	376	0.86836	3.9293	1	32.33	4	13	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_14258_rank_high1	3350	11350
2979	2978	challenger	10520	77	50	54	41	1.5098	1.8921	0.59609	1.7076	Noun	77	1	3.1839	3	42.44	10	2	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_2979_challenger_low3	3500	11500
139	138	agenda	1157	373	272	360	267	7.3137	2.5729	3.2427	2.4362	Noun	372	0.99732	3.8647	3	14.2	6	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_139_agenda_high3	3450	11450
17188	17187	summary	63688	85	69	79	65	1.6667	1.9345	0.8226	1.8451	Noun	85	1	3.2263	3	52.67	7	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_17188_summary_low3	3200	11200
2845	2844	cathedral	10070	190	99	118	72	3.7255	2.281	1.1803	2	Noun	190	1	3.5729	3	37.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_2845_cathedral_low3	3200	11200
1342	1341	beak	5204	107	88	100	85	2.098	2.0334	1.0491	1.9494	Noun	108	1	3.3253	1	30.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_1342_beak_low1	3200	11200
3104	3103	chess	10958	380	189	332	176	7.451	2.5809	2.2532	2.2788	Noun	370	0.97625	3.8728	1	28.5	5	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_3104_chess_high1	3300	11300
5751	5750	employment	21325	272	234	252	219	5.3333	2.4362	2.7897	2.3711	Noun	271	1	3.728	3	45	10	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_5751_employment_high3	3500	11500
11471	11470	mud	42007	756	506	674	471	14.8235	2.8791	6.0324	2.705	Noun	755	1	4.1709	1	3.5	3	8	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_11471_mud_high1	3200	11200
13112	13111	pioneer	48258	106	73	67	55	2.0784	2.0294	0.87029	1.8692	Noun	101	0.97115	3.3212	3	79.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_13112_pioneer_low3	3500	11500
808	807	assignment	3489	912	606	904	603	17.8824	2.9605	7.2246	2.7832	Noun	912	1	4.2523	3	41.78	10	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_808_assignment_high3	3300	11300
11336	11335	moose	41623	282	126	152	88	5.5294	2.4518	1.5021	2.1038	Noun	275	0.97518	3.7436	1	44.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_11336_moose_high1	3350	11350
16099	16098	sketch	59475	252	159	242	154	4.9412	2.4031	1.8956	2.2041	Noun	200	0.79365	3.695	1	16.2	6	0	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_16099_sketch_high1	3450	11450
9063	9062	intercom	33797	107	69	84	59	2.098	2.0334	0.8226	1.8451	Noun	107	1	3.3253	3	59	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_9063_intercom_low3	3300	11300
18224	18223	trend	67604	106	79	84	76	2.0784	2.0294	0.94182	1.9031	Noun	87	0.83654	3.3212	1	33	5	1	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_18224_trend_low1	3450	11450
10263	10262	loop	37904	345	255	321	240	6.7647	2.5391	3.0401	2.4082	Noun	312	0.90435	3.8309	1	32.67	4	7	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_10263_loop_high1	3350	11350
2137	2136	brink	7947	127	110	112	102	2.4902	2.1072	1.3114	2.0453	Noun	123	0.9685	3.399	1	52.25	5	7	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_2137_brink_low1	3350	11350
6049	6048	excitement	22674	628	523	602	508	12.3137	2.7987	6.2351	2.7193	Noun	622	0.99361	4.0905	3	56.67	10	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_6049_excitement_high3	3350	11350
13034	13033	pier	48013	334	213	235	166	6.549	2.525	2.5393	2.3304	Noun	334	0.99701	3.8169	1	17	4	5	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_13034_pier_high1	3200	11200
14066	14065	quarantine	51613	227	91	202	87	4.451	2.3579	1.0849	1.9638	Noun	195	0.85903	3.6498	3	126	10	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_14066_quarantine_low3	3450	11450
1767	1766	boar	6846	111	60	93	55	2.1765	2.0492	0.71531	1.7853	Noun	111	1	3.3411	1	26.33	4	5	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_1767_boar_low1	3450	11450
832	831	astronaut	3591	202	99	190	99	3.9608	2.3075	1.1803	2	Noun	182	0.91	3.5993	3	32.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_832_astronaut_low3	3250	11250
16496	16495	spark	61097	320	224	286	208	6.2745	2.5065	2.6705	2.3522	Noun	252	0.79495	3.7983	1	34.75	5	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_16496_spark_high1	3400	11400
6574	6573	fisherman	24468	221	145	186	126	4.3333	2.3464	1.7287	2.1644	Noun	220	1	3.6382	3	51.63	9	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_6574_fisherman_low3	3450	11450
